Rank_x,Player,REC_RECEIVING,TGT_RECEIVING,YDS_RECEIVING,Y/R_RECEIVING,LG_RECEIVING,20+_RECEIVING,TD_RECEIVING,ATT_RUSHING,YDS_RUSHING,TD_RUSHING,FL_MISC,G_MISC,FPTS_MISC,FPTS/G_MISC,ROST_MISC,Season,pid,Rank_y,Player Team (Bye),POS,Yahoo,Sleeper,RTSports,AVG
102,Eric Saubert (MIA),2,3,21,10.5,11,0,0,0,0,0,0,2,3.1,1.6,0.1%,2019,16706,,,,,,,
103,Josh Oliver (MIN),3,6,15,5.0,6,0,0,0,0,0,0,4,3.0,0.8,0.1%,2019,18487,435.0,Josh Oliver MIN (12) O,TE53,,,,437.0
104,Isaac Nauta (FA),2,3,13,6.5,10,0,0,0,0,0,0,6,2.3,0.4,0.0%,2019,18601,,,,,,,
105,Scott Simonson (FA),2,2,11,5.5,10,0,0,0,0,0,0,6,2.1,0.4,0.0%,2019,13839,,,,,,,
106,Levine Toilolo (FA),2,2,10,5.0,8,0,0,0,0,0,0,13,2.0,0.2,0.0%,2019,11694,,,,,,,
107,Sean Culkin (FA),1,2,12,12.0,12,0,0,0,0,0,0,4,1.7,0.4,0.0%,2019,16912,,,,,,,
108,Chris Manhertz (DEN),1,1,11,11.0,11,0,0,0,0,0,0,15,1.6,0.1,0.0%,2019,14014,,,,,,,
109,Antony Auclair (FA),1,3,11,11.0,11,0,0,0,0,0,0,8,1.6,0.2,0.0%,2019,16501,,,,,,,
110,Ben Koyack (FA),1,3,9,9.0,9,0,0,0,0,0,0,12,1.4,0.1,0.0%,2019,13958,,,,,,,
111,Jordan Thomas (CAR),1,3,8,8.0,8,0,0,0,0,0,0,6,1.3,0.2,0.0%,2019,17399,336.0,Jordan Thomas CAR (7),TE37,,,,338.0
112,Chris Herndon IV (FA),1,2,7,7.0,7,0,0,0,0,0,0,2,1.2,0.6,0.0%,2019,17536,207.0,Chris Herndon IV O,TE23,,,,175.0
113,Dalton Schultz (HOU),1,2,6,6.0,6,0,0,0,0,0,0,16,1.1,0.1,77.9%,2019,17349,,,,,,,
114,Tyrone Swoopes (FA),1,1,5,5.0,5,0,0,0,0,0,0,6,1.0,0.2,0.0%,2019,17094,,,,,,,
115,Charles Jones (FA),1,1,5,5.0,5,0,0,0,0,0,0,4,1.0,0.3,0.0%,2019,19048,,,,,,,
116,Zach Gentry (PIT),1,1,4,4.0,4,0,0,0,0,0,0,4,0.9,0.2,0.1%,2019,18690,,,,,,,
117,Darrell Daniels (DET),1,3,4,4.0,4,0,0,0,0,0,0,11,0.9,0.1,0.0%,2019,16582,,,,,,,
118,Xavier Grimble (FA),1,3,3,3.0,3,0,0,0,0,0,0,3,0.8,0.3,0.0%,2019,12149,,,,,,,
119,Eric Tomlinson (HOU),1,1,1,1.0,1,0,0,0,0,0,0,8,0.6,0.1,0.0%,2019,14339,,,,,,,
120,Matthew Orzech (GB),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2019,18991,,,,,,,
121,Jace Sternberger (BUF),0,1,0,0.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2019,18614,,,,,,,
122,Carson Meier (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,18771,,,,,,,
123,Logan Paulsen (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,9850,,,,,,,
124,Kelvin Benjamin (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2019,12121,,,,,,,
125,Jordan Matthews (FA),4,12,33,8.3,10,0,0,0,0,0,0,3,0.0,0.0,0.0%,2019,12124,350.0,Jordan Matthews,WR124,,,,352.0
126,Richard Rodgers (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2019,12233,,,,,,,
127,Erik Swoope (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,12352,,,,,,,
128,Garrett Celek (FA),0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,0.0,0.0%,2019,11507,,,,,,,
129,Jordan Reed (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,19.0%,2019,11690,177.0,Jordan Reed,TE20,,,,165.5
130,Dion Sims (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,11691,,,,,,,
131,Antonio Gates (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,2019,9027,,,,,,,
132,Clark Harris (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2019,9128,,,,,,,
133,Jermaine Gresham (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,9685,,,,,,,
134,Ed Dickson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,9706,,,,,,,
135,Rob Gronkowski (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,1.1%,2019,9721,,,,,,,
136,Kendall Blanton (KC),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,18431,,,,,,,
137,Jake Butt (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,2019,16456,,,,,,,
138,Mason Schreck (HOU),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2019,16541,,,,,,,
139,Jason Croom (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,16770,,,,,,,
140,Evan Baylis (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2019,16878,,,,,,,
141,Jason Vander Laan (FA),0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2019,16341,,,,,,,
142,Alex Ellis (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2019,16064,,,,,,,
143,Zach Wood (NO),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2019,16132,,,,,,,
144,Cole Wick (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,16179,,,,,,,
145,Alan Cross (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,16217,,,,,,,
146,Mitchell Loewen (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,16251,,,,,,,
147,Donnie Ernsberger (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,17819,,,,,,,
148,Garrett Dickerson (FA),0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2019,18136,,,,,,,
149,Brandon Dillon (WAS),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,18400,,,,,,,
150,Taysom Hill (NO),19,22,234,12.3,45,8,6,27,156,1,0,16,0.0,0.0,14.2%,2019,17115,421.0,Taysom Hill NO (9),TE48,,,,423.0
151,Jordan Franks (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,17660,,,,,,,
152,James Looney (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,17589,,,,,,,
153,Jerome Cunningham (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2019,13849,,,,,,,
154,Kyle Nelson (FA),0,0,0,0.0,0,0,0,0,0,0,0,11,0.0,0.0,0.0%,2019,13862,,,,,,,
155,Devin Funchess (FA),3,5,32,10.7,16,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,13915,163.0,Devin Funchess O,WR60,170.0,,,149.0
156,David Morgan II (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,15857,,,,,,,
157,Kevin McDermott (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,15371,,,,,,,
158,Beau Brinkley (FA),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.2%,2019,15196,,,,,,,
159,James Winchester (KC),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2019,15246,,,,,,,
160,Tyler Ott (BAL),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2019,15298,,,,,,,
161,Patrick Scales (CHI),0,0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%,2019,15325,,,,,,,
162,Andrew DePaola (MIN),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,15392,,,,,,,
163,Bronson Kaufusi (FA),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2019,15574,,,,,,,
164,Stephen Anderson (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,15760,,,,,,,
165,Jerell Adams (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,15831,,,,,,,
166,David Grinnage (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,15855,,,,,,,
167,Matt Lengel (FA),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2019,14079,,,,,,,
168,Neal Sterling (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,14116,,,,,,,
169,Khari Lee (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,14119,,,,,,,
170,Brian Parker (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2019,14332,,,,,,,
1,Travis Kelce (KC),105,145,1416,13.5,45,29,11,0,0,0,1,15,260.3,17.4,100.0%,2020,11594,18.0,Travis Kelce KC (10),TE1,19.0,,,18.7
2,Darren Waller (NYG),107,145,1196,11.2,38,19,9,0,0,0,2,16,225.1,14.1,98.5%,2020,14104,59.0,Darren Waller NYG (11),TE5,56.0,,,58.7
3,Robert Tonyan (CHI),52,59,586,11.3,45,13,11,0,0,0,0,16,150.6,9.4,0.7%,2020,16502,,,,,,,
4,T.J. Hockenson (MIN),67,101,723,10.8,51,10,6,1,0,0,1,16,141.8,8.9,99.2%,2020,18290,138.0,T.J. Hockenson MIN (7),TE15,153.0,,,146.0
5,Mark Andrews (BAL),58,88,701,12.1,39,13,7,0,0,0,0,14,141.1,10.1,99.9%,2020,17269,39.0,Mark Andrews BAL (7),TE3,35.0,,,39.7
6,Logan Thomas (WAS),72,110,670,9.3,30,6,6,3,5,0,0,16,140.6,8.8,1.8%,2020,12095,315.0,Logan Thomas WAS (8),TE38,,,,316.0
7,Mike Gesicki (NE),53,85,703,13.3,70,14,6,0,0,0,0,15,132.8,8.9,19.5%,2020,17272,129.0,Mike Gesicki NE (5),TE14,140.0,,,135.7
8,Rob Gronkowski (FA),45,77,623,13.8,48,16,7,0,0,0,0,16,126.8,7.9,1.1%,2020,9721,77.0,Rob Gronkowski,TE8,77.0,,,80.0
9,Hayden Hurst (CAR),56,88,571,10.2,42,8,6,0,0,0,0,16,121.1,7.6,7.6%,2020,17283,101.0,Hayden Hurst CAR (13),TE11,104.0,,,106.7
10,Jonnu Smith (ATL),41,65,448,10.9,63,8,8,2,4,1,0,15,119.7,8.0,0.3%,2020,16460,158.0,Jonnu Smith ATL (10),TE16,190.0,,,160.3
11,Jimmy Graham (NO),50,76,456,9.1,30,5,8,0,0,0,0,16,118.6,7.4,0.3%,2020,9712,184.0,Jimmy Graham NO (6),TE20,129.0,,,199.5
12,Noah Fant (SEA),62,93,673,10.9,37,11,3,0,0,0,0,15,118.3,7.9,3.3%,2020,17527,113.0,Noah Fant SEA (6),TE13,127.0,,,118.0
13,Hunter Henry (NE),60,93,613,10.2,33,6,4,0,0,0,0,14,115.3,8.2,7.0%,2020,15561,79.0,Hunter Henry NE (5),TE9,73.0,,,81.0
14,Dalton Schultz (HOU),63,89,615,9.8,28,3,4,0,0,0,1,16,115.0,7.2,77.9%,2020,17349,,,,,,,
15,Eric Ebron (FA),56,91,558,10.0,27,6,5,0,0,0,1,15,113.8,7.6,0.0%,2020,12143,175.0,Eric Ebron,TE18,169.0,,,158.5
16,Evan Engram (JAC),63,109,654,10.4,53,12,1,6,26,1,1,16,109.5,6.8,92.9%,2020,16411,74.0,Evan Engram JAC (8),TE6,84.0,,,79.3
17,Jared Cook (FA),37,60,504,13.6,46,12,7,0,0,0,1,15,108.9,7.3,0.0%,2020,9265,92.0,Jared Cook,TE10,71.0,,,95.0
18,Tyler Higbee (LAR),44,60,521,11.8,44,14,5,1,1,0,0,15,106.2,7.1,70.1%,2020,15623,75.0,Tyler Higbee LAR (9),TE7,59.0,,,79.7
19,George Kittle (SF),48,63,634,13.2,44,13,2,2,17,0,0,8,101.1,12.6,99.1%,2020,16499,22.0,George Kittle SF (11),TE2,16.0,,,20.0
20,Dallas Goedert (PHI),46,65,524,11.4,41,11,3,0,0,0,0,11,93.4,8.5,96.6%,2020,17270,182.0,Dallas Goedert PHI (9),TE19,,,,127.0
21,Austin Hooper (LV),46,70,435,9.5,36,4,4,0,0,0,0,13,90.5,7.0,1.0%,2020,15581,112.0,Austin Hooper LV (6),TE12,121.0,,,117.7
22,Irv Smith Jr. (CIN),30,43,365,12.2,36,7,5,0,0,0,0,13,83.5,6.4,12.0%,2020,18610,210.0,Irv Smith Jr. CIN (9),TE28,182.0,,,188.0
23,Dan Arnold (PHI),31,45,438,14.1,59,13,4,0,0,0,1,16,81.3,5.1,0.1%,2020,17143,344.0,Dan Arnold PHI (9),TE44,,,,346.0
24,Gerald Everett (LAC),41,62,417,10.2,40,5,1,1,2,1,1,16,72.4,4.5,49.4%,2020,16459,290.0,Gerald Everett LAC (6),TE35,,,,285.0
25,Trey Burton (FA),28,47,250,8.9,20,1,3,2,3,2,0,13,69.3,5.3,0.0%,2020,12153,336.0,Trey Burton,TE42,,,,338.0
26,Darren Fells (FA),21,28,312,14.9,44,6,4,0,0,0,0,16,65.7,4.1,0.0%,2020,13636,324.0,Darren Fells,TE41,,,,326.0
27,Jordan Akins (CLE),37,49,403,10.9,26,7,1,1,4,0,0,13,65.2,5.0,0.1%,2020,17415,,,,,,,
28,Tyler Eifert (FA),36,60,349,9.7,28,1,2,0,0,0,0,15,64.9,4.3,0.0%,2020,11692,204.0,Tyler Eifert,TE27,168.0,,,214.0
29,Mo Alie-Cox (IND),31,39,394,12.7,45,9,2,0,0,0,1,15,64.9,4.3,0.2%,2020,16579,388.0,Mo Alie-Cox IND (7),TE53,,,,392.0
30,Anthony Firkser (NE),39,53,387,9.9,45,6,1,0,0,0,0,16,64.2,4.0,0.0%,2020,16787,,,,,,,
31,Jordan Reed (FA),26,46,231,8.9,26,1,4,0,0,0,0,10,60.1,6.0,19.0%,2020,11690,347.0,Jordan Reed,TE45,,,,349.0
32,Zach Ertz (ARI),36,72,335,9.3,42,7,1,0,0,0,0,11,59.5,5.4,20.8%,2020,11689,44.0,Zach Ertz ARI (8),TE4,43.0,,,46.0
33,Drew Sample (CIN),40,53,349,8.7,23,1,1,0,0,0,1,16,58.9,3.7,0.1%,2020,18561,351.0,Drew Sample CIN (9),TE47,,,,353.0
34,Richard Rodgers (FA),24,31,345,14.4,33,7,2,0,0,0,0,14,58.5,4.2,0.0%,2020,12233,,,,,,,
35,Chris Herndon IV (FA),31,46,287,9.3,26,3,3,0,0,0,2,16,58.2,3.6,0.0%,2020,17536,190.0,Chris Herndon IV,TE23,,,,171.0
36,Dawson Knox (BUF),24,44,288,12.0,36,4,3,0,0,0,2,12,54.8,4.6,21.3%,2020,18631,254.0,Dawson Knox BUF (11),TE29,,,,230.0
37,Cameron Brate (FA),28,34,282,10.1,25,2,2,0,0,0,0,16,54.2,3.4,2.0%,2020,13470,318.0,Cameron Brate,TE39,,,,320.0
38,Jacob Hollister (LV),25,40,209,8.4,20,1,3,0,0,0,0,16,53.4,3.3,0.0%,2020,16527,320.0,Jacob Hollister LV (6),TE40,,,,322.0
39,Jack Doyle (FA),23,33,251,10.9,28,2,3,0,0,0,1,14,52.6,3.8,2.0%,2020,11987,192.0,Jack Doyle,TE24,,,,144.0
40,Kyle Rudolph (FA),28,37,334,11.9,25,5,1,0,0,0,1,12,51.4,4.3,0.0%,2020,9906,186.0,Kyle Rudolph,TE21,130.0,,,169.0
41,Harrison Bryant (CLE),24,38,238,9.9,35,2,3,0,0,0,2,15,49.8,3.3,0.1%,2020,19389,,,,,,,
42,Will Dissly (SEA),24,29,251,10.5,28,3,2,0,0,0,0,16,49.1,3.1,0.3%,2020,18049,277.0,Will Dissly SEA (6),TE34,,,,266.0
43,Cole Kmet (CHI),28,44,243,8.7,38,2,2,1,-3,0,1,16,48.0,3.0,80.7%,2020,19229,292.0,Cole Kmet CHI (11),TE36,,,,288.0
44,Durham Smythe (MIA),26,29,208,8.0,19,0,2,0,0,0,0,15,45.8,3.1,0.2%,2020,17508,,,,,,,
45,David Njoku (CLE),19,29,213,11.2,28,4,2,0,0,0,0,13,42.8,3.3,90.3%,2020,16399,271.0,David Njoku CLE (9),TE33,,,,258.0
46,Greg Olsen (FA),24,37,239,10.0,22,3,1,0,0,0,0,11,41.9,3.8,7.0%,2020,9238,187.0,Greg Olsen,TE22,143.0,,,167.5
47,James O'Shaughnessy (FA),28,38,262,9.4,26,3,0,0,0,0,0,15,40.2,2.7,0.0%,2020,14146,,,,,,,
48,Ross Dwelley (SF),19,24,245,12.9,36,4,1,0,0,0,0,16,40.0,2.5,0.0%,2020,17886,,,,,,,
49,Adam Shaheen (FA),12,22,150,12.5,43,4,3,0,0,0,0,16,39.0,2.4,0.0%,2020,16457,,,,,,,
50,Donald Parham Jr. (LAC),10,20,159,15.9,26,4,3,0,0,0,0,13,38.9,3.0,0.2%,2020,18835,,,,,,,
51,Tyler Kroft (MIA),12,16,119,9.9,38,2,3,0,0,0,0,10,35.9,3.6,0.1%,2020,13960,,,,,,,
52,Pharaoh Brown (IND),14,16,163,11.6,29,2,2,0,0,0,0,13,35.3,2.7,0.0%,2020,16937,,,,,,,
53,Tyler Conklin (NYJ),19,26,194,10.2,30,3,1,0,0,0,0,16,34.9,2.2,9.5%,2020,17598,,,,,,,
54,Marcedes Lewis (CHI),10,17,107,10.7,36,2,3,0,0,0,0,15,33.7,2.2,0.0%,2020,9413,,,,,,,
55,O.J. Howard (FA),11,19,146,13.3,33,3,2,0,0,0,0,4,32.1,8.0,0.1%,2020,16380,195.0,O.J. Howard O,TE25,146.0,,,178.5
56,Jesse James (NO),14,22,129,9.2,31,3,2,0,0,0,0,16,31.9,2.0,0.0%,2020,13959,,,,,,,
57,Adam Trautman (DEN),15,16,171,11.4,41,4,1,0,0,0,0,15,30.6,2.0,0.1%,2020,19423,350.0,Adam Trautman DEN (5),TE46,,,,352.0
58,Ian Thomas (CAR),20,31,145,7.3,21,1,1,0,0,0,0,16,30.5,1.9,0.1%,2020,17387,200.0,Ian Thomas CAR (13),TE26,,,,161.0
59,Nick Boyle (FA),14,17,113,8.1,21,1,2,0,0,0,0,9,30.3,3.4,0.0%,2020,13963,,,,,,,
60,Foster Moreau (NO),7,9,140,20.0,47,7,2,0,0,0,0,16,29.5,1.8,0.7%,2020,18397,,,,,,,
61,Jason Witten (FA),13,17,69,5.3,15,0,2,0,0,0,0,16,25.4,1.6,0.0%,2020,9275,364.0,Jason Witten,TE49,,,,367.0
62,Ryan Izzo (FA),13,20,199,15.3,50,6,0,0,0,0,1,12,24.4,2.0,0.0%,2020,17541,,,,,,,
63,Albert Okwuegbunam (DEN),11,15,121,11.0,27,1,1,0,0,0,0,4,23.6,5.9,0.6%,2020,18246,386.0,Albert Okwuegbunam DEN (5) O,TE52,,,,390.0
64,Jace Sternberger (BUF),12,15,114,9.5,27,2,1,0,0,0,0,12,23.4,2.0,0.0%,2020,18614,267.0,Jace Sternberger BUF (11),TE32,,,,252.0
65,Nick Vannett (HOU),14,21,95,6.8,19,0,1,0,0,0,0,15,22.5,1.5,0.0%,2020,15645,,,,,,,
66,Maxx Williams (FA),8,10,102,12.8,42,4,1,0,0,0,0,9,20.2,2.2,0.0%,2020,13919,,,,,,,
67,Kaden Smith (WAS),18,21,112,6.2,16,0,0,0,0,0,0,15,20.2,1.3,0.0%,2020,18293,339.0,Kaden Smith WAS (8),TE43,,,,341.0
68,MyCole Pruitt (ATL),5,8,49,9.8,22,1,2,0,0,0,0,11,19.4,1.8,0.0%,2020,13964,,,,,,,
69,Darrell Daniels (DET),8,11,92,11.5,31,3,1,0,0,0,0,12,19.2,1.6,0.0%,2020,16582,,,,,,,
70,Geoff Swaim (ARI),9,12,83,9.2,16,0,1,0,0,0,0,10,18.8,1.9,0.0%,2020,14164,,,,,,,
71,C.J. Uzomah (NYJ),8,11,87,10.9,23,1,1,0,0,0,0,2,18.7,9.4,0.2%,2020,14084,260.0,C.J. Uzomah NYJ (10) O,TE31,,,,238.0
72,Troy Fumagalli (SF),8,15,80,10.0,29,1,1,0,0,0,0,8,18.0,2.3,0.0%,2020,17273,,,,,,,
73,Lee Smith (FA),4,6,35,8.8,27,1,2,0,0,0,0,10,17.5,1.8,0.0%,2020,9992,,,,,,,
74,Vance McDonald (FA),15,20,99,6.6,15,0,0,0,0,0,0,14,17.4,1.2,0.0%,2020,11699,298.0,Vance McDonald,TE37,,,,295.0
75,Blake Bell (KC),11,15,110,10.0,24,1,0,1,2,0,0,16,16.7,1.0,0.1%,2020,13966,,,,,,,
76,Stephen Anderson (FA),8,11,106,13.3,23,1,0,0,0,0,0,16,14.6,0.9,0.0%,2020,15760,,,,,,,
77,Josh Hill (FA),8,10,46,5.8,16,0,1,0,0,0,0,14,14.6,1.0,0.0%,2020,13565,,,,,,,
78,Ryan Griffin (FA),9,12,86,9.6,23,1,0,0,0,0,0,15,13.1,0.9,0.0%,2020,11830,,,,,,,
79,Virgil Green (FA),3,6,50,16.7,26,1,1,0,0,0,0,6,12.5,2.1,0.0%,2020,10026,,,,,,,
80,Devin Asiasi (CIN),2,7,39,19.5,26,1,1,0,0,0,0,8,10.9,1.4,0.0%,2020,19435,259.0,Devin Asiasi CIN (9),TE30,,,,237.0
81,Luke Stocker (FA),7,11,63,9.0,25,1,0,0,0,0,0,16,9.8,0.6,0.0%,2020,9948,,,,,,,
82,Dominique Dafney (TB),2,2,26,13.0,13,0,1,0,0,0,0,5,9.6,1.9,0.0%,2020,22672,,,,,,,
83,Chris Manhertz (DEN),6,8,52,8.7,17,0,0,0,0,0,0,16,8.2,0.5,0.0%,2020,14014,,,,,,,
84,Demetrius Harris (FA),7,14,45,6.4,9,0,0,0,0,0,0,15,8.0,0.5,0.0%,2020,11881,385.0,Demetrius Harris,TE51,,,,389.0
85,Cethan Carter (FA),5,7,53,10.6,24,2,0,0,0,0,0,15,7.8,0.5,0.0%,2020,16543,,,,,,,
86,Johnny Mundt (MIN),4,4,53,13.3,34,2,0,0,0,0,0,16,7.3,0.5,0.1%,2020,16743,,,,,,,
87,Nick Keizer (FA),6,10,63,10.5,22,1,0,0,0,0,1,16,7.3,0.5,0.0%,2020,18054,,,,,,,
88,Colin Thompson (MIN),1,2,7,7.0,7,0,1,0,0,0,0,15,7.2,0.5,0.0%,2020,17182,,,,,,,
89,Levine Toilolo (FA),5,6,46,9.2,14,0,0,0,0,0,0,16,7.1,0.4,0.0%,2020,11694,,,,,,,
90,Deon Yelder (FA),7,11,36,5.1,12,0,0,0,0,0,0,14,7.1,0.5,0.0%,2020,17879,,,,,,,
91,Jason Croom (FA),1,1,3,3.0,3,0,1,0,0,0,0,4,6.8,1.7,0.0%,2020,16770,,,,,,,
92,Jordan Thomas (CAR),1,2,3,3.0,3,0,1,0,0,0,0,6,6.8,1.1,0.0%,2020,17399,,,,,,,
93,Juwan Johnson (NO),4,10,39,9.8,19,0,0,0,0,0,0,7,5.9,0.8,20.9%,2020,19562,,,,,,,
94,Tanner Hudson (CIN),3,7,41,13.7,20,1,0,0,0,0,0,11,5.6,0.5,0.0%,2020,17826,,,,,,,
95,Charlie Woerner (SF),3,4,36,12.0,18,0,0,0,0,0,0,14,5.1,0.4,0.0%,2020,19665,,,,,,,
96,Kahale Warring (FA),3,7,35,11.7,23,1,0,0,0,0,0,7,5.0,0.7,0.0%,2020,18680,,,,,,,
97,Hunter Bryant (FA),1,3,44,44.0,44,3,0,0,0,0,0,5,4.9,1.0,0.0%,2020,19242,,,,,,,
98,Daniel Brown (FA),2,2,31,15.5,18,0,0,0,0,0,0,16,4.1,0.3,0.0%,2020,14470,,,,,,,
99,Jaeden Graham (FA),3,5,25,8.3,11,0,0,0,0,0,0,16,4.0,0.3,0.0%,2020,18135,,,,,,,
100,Stephen Carlson (CHI),1,2,11,11.0,11,0,0,0,0,0,0,16,3.6,0.2,0.0%,2020,18757,,,,,,,
101,Ben Ellefson (FA),1,4,10,10.0,10,0,0,0,0,0,0,7,3.5,0.5,0.0%,2020,19698,,,,,,,
102,Dalton Keene (HOU),3,5,16,5.3,8,0,0,0,0,0,0,6,3.1,0.5,0.0%,2020,19563,,,,,,,
103,Eric Saubert (MIA),3,4,16,5.3,9,0,0,0,0,0,0,8,3.1,0.4,0.1%,2020,16706,,,,,,,
104,Colby Parkinson (SEA),2,2,16,8.0,10,0,0,0,0,0,0,6,2.6,0.4,0.1%,2020,19372,,,,,,,
105,Derek Carrier (FA),1,1,14,14.0,14,0,0,0,0,0,0,16,1.9,0.1,0.0%,2020,11417,,,,,,,
106,Blake Jarwin (FA),1,1,12,12.0,12,0,0,0,0,0,0,1,1.7,1.7,4.0%,2020,16638,171.0,Blake Jarwin O,TE17,181.0,,,169.0
107,Luke Willson (FA),1,3,12,12.0,12,0,0,0,0,0,0,8,1.7,0.2,0.0%,2020,11812,,,,,,,
108,Josiah Deguara (GB),1,2,12,12.0,12,0,0,0,0,0,0,2,1.7,0.9,0.1%,2020,19456,361.0,Josiah Deguara GB (5),TE48,,,,364.0
109,Temarrick Hemingway (FA),1,2,10,10.0,10,0,0,0,0,0,0,8,1.5,0.2,0.0%,2020,15913,,,,,,,
110,Jake Butt (FA),2,4,5,2.5,5,0,0,0,0,0,0,5,1.5,0.3,0.1%,2020,16456,,,,,,,
111,Jeremy Sprinkle (FA),1,3,6,6.0,6,0,0,0,0,0,0,16,1.1,0.1,0.0%,2020,16461,,,,,,,
112,Brandon Dillon (WAS),1,1,6,6.0,6,0,0,0,0,0,0,3,1.1,0.4,0.0%,2020,18400,,,,,,,
113,Trevon Wesco (TEN),1,2,5,5.0,5,0,0,1,0,0,0,12,1.0,0.1,0.1%,2020,18567,,,,,,,
114,Isaac Nauta (FA),1,2,3,3.0,3,0,0,0,0,0,0,7,0.8,0.1,0.0%,2020,18601,,,,,,,
115,Marcus Baugh (FA),1,1,2,2.0,2,0,0,0,0,0,0,8,0.7,0.1,0.0%,2020,17483,,,,,,,
116,Bruce Miller (FA),1,2,2,2.0,2,0,0,0,0,0,0,8,0.7,0.1,0.0%,2020,10031,,,,,,,
117,Jake Bargas (NO),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,20055,,,,,,,
118,Farrod Green (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,20004,,,,,,,
119,Tyler Davis (GB),0,2,0,0.0,0,0,0,0,0,0,0,8,0.0,0.0,0.0%,2020,19811,,,,,,,
120,Nate Becker (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2020,18836,,,,,,,
121,Matt Sokol (NE),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2020,18921,,,,,,,
