Rank_x,Player,REC_RECEIVING,TGT_RECEIVING,YDS_RECEIVING,Y/R_RECEIVING,LG_RECEIVING,20+_RECEIVING,TD_RECEIVING,ATT_RUSHING,YDS_RUSHING,TD_RUSHING,FL_MISC,G_MISC,FPTS_MISC,FPTS/G_MISC,ROST_MISC,Season,pid,Rank_y,Player Team (Bye),POS,Yahoo,Sleeper,RTSports,AVG
4,Mark Andrews (BAL),73,113,847,11.6,36,8,5,3,8,0,0,15,154.0,10.3,99.9%,2022,17269,26.0,Mark Andrews BAL (10),TE2,26.0,23.0,,24.5
5,Taysom Hill (NO),9,13,77,8.6,30,2,2,96,575,7,0,16,141.3,8.8,14.2%,2022,17115,184.0,Taysom Hill NO (14),TE19,138.0,235.0,,186.5
6,Evan Engram (JAC),73,98,766,10.5,36,11,4,2,13,0,0,17,140.4,8.3,92.9%,2022,16411,228.0,Evan Engram JAC (11),TE28,222.0,218.0,,220.0
7,Cole Kmet (CHI),50,69,544,10.9,50,9,7,2,9,0,0,17,122.3,7.2,80.7%,2022,19229,114.0,Cole Kmet CHI (14),TE12,117.0,120.0,,118.5
8,Pat Freiermuth (PIT),63,98,732,11.6,57,13,2,0,0,0,0,15,116.7,7.8,92.6%,2022,20163,112.0,Pat Freiermuth PIT (9),TE11,119.0,109.0,,114.0
9,Tyler Higbee (LAR),72,108,620,8.6,26,4,3,0,0,0,0,16,116.0,7.3,70.1%,2022,15623,169.0,Tyler Higbee LAR (7),TE17,180.0,171.0,,175.5
10,Dalton Schultz (HOU),57,89,577,10.1,30,6,5,0,0,0,1,15,114.2,7.6,77.9%,2022,17349,58.0,Dalton Schultz HOU (6),TE6,53.0,60.0,,56.5
11,Juwan Johnson (NO),42,65,508,12.1,41,10,7,0,0,0,0,16,113.8,7.1,20.9%,2022,19562,280.0,Juwan Johnson NO (14),TE34,,263.0,,263.0
12,Dallas Goedert (PHI),55,69,702,12.8,31,12,3,0,0,0,1,12,113.7,9.5,96.6%,2022,17270,68.0,Dallas Goedert PHI (7),TE8,61.0,79.0,,70.0
13,David Njoku (CLE),58,80,628,10.8,38,10,4,2,-8,0,1,14,113.0,8.1,90.3%,2022,16399,146.0,David Njoku CLE (9),TE16,163.0,147.0,,155.0
14,Dawson Knox (BUF),48,65,517,10.8,45,10,6,0,0,0,0,15,111.7,7.4,21.3%,2022,18631,79.0,Dawson Knox BUF (7),TE9,73.0,89.0,,81.0
15,Gerald Everett (LAC),58,87,555,9.6,26,4,4,1,0,0,0,15,110.5,7.4,49.4%,2022,16459,219.0,Gerald Everett LAC (8),TE26,219.0,201.0,,210.0
16,Tyler Conklin (NYJ),58,87,552,9.5,30,7,3,2,3,0,0,17,102.5,6.0,9.5%,2022,17598,,,,,,,
17,Jordan Akins (CLE),37,54,495,13.4,46,13,5,0,0,0,1,15,98.0,6.5,0.1%,2022,17415,,,,,,,
18,Noah Fant (SEA),50,63,486,9.7,51,8,4,0,0,0,0,17,97.6,5.7,3.3%,2022,17527,216.0,Noah Fant SEA (11),TE25,199.0,217.0,,208.0
19,Zach Ertz (ARI),47,69,406,8.6,32,3,4,0,0,0,0,10,92.1,9.2,20.8%,2022,11689,95.0,Zach Ertz ARI (13) O,TE10,96.0,98.0,,97.0
20,Robert Tonyan (CHI),53,67,470,8.9,24,5,2,0,0,0,0,17,85.5,5.0,0.7%,2022,16502,203.0,Robert Tonyan CHI (14),TE24,201.0,192.0,,196.5
21,Hunter Henry (NE),41,59,509,12.4,39,15,2,0,0,0,0,16,83.4,5.2,7.0%,2022,15561,140.0,Hunter Henry NE (10),TE15,159.0,143.0,,151.0
22,Hayden Hurst (CAR),54,70,439,8.1,29,5,2,0,0,0,0,14,82.9,5.9,7.6%,2022,17283,181.0,Hayden Hurst CAR (13),TE18,153.0,219.0,,186.0
23,Mike Gesicki (NE),32,52,362,11.3,32,7,5,0,0,0,0,17,82.2,4.8,19.5%,2022,17272,127.0,Mike Gesicki NE (10),TE13,132.0,128.0,,130.0
24,Chigoziem Okonkwo (TEN),32,46,450,14.1,48,14,3,3,2,0,0,16,81.2,5.1,54.9%,2022,23982,,,,,,,
25,Austin Hooper (LV),41,60,444,10.8,24,2,2,0,0,0,0,17,76.9,4.5,1.0%,2022,15581,224.0,Austin Hooper LV (6),TE27,218.0,213.0,,215.5
26,Isaiah Likely (BAL),36,60,373,10.4,34,5,3,0,0,0,0,14,73.3,5.2,2.5%,2022,23781,196.0,Isaiah Likely BAL (10),TE21,164.0,222.0,,193.0
27,Cade Otton (TB),42,65,391,9.3,35,5,2,0,0,0,0,16,72.1,4.5,1.6%,2022,23181,,,,,,,
28,Darren Waller (NYG),28,43,388,13.9,34,11,3,0,0,0,0,9,70.8,7.9,98.5%,2022,14104,47.0,Darren Waller NYG (9),TE5,47.0,48.0,,47.5
29,Will Dissly (SEA),34,38,349,10.3,38,2,3,0,0,0,0,15,69.9,4.7,0.3%,2022,18049,,,,,,,
30,Greg Dulcich (DEN),33,55,411,12.5,39,9,2,0,0,0,0,10,69.6,7.0,58.7%,2022,23153,,,,,,,
31,Foster Moreau (NO),33,54,420,12.7,33,10,2,0,2,0,1,14,68.7,4.9,0.7%,2022,18397,,,,,,,
32,Jelani Woods (IND),25,40,312,12.5,36,6,3,0,0,0,0,12,61.7,5.1,3.3%,2022,23829,,,,,,,
33,Kyle Pitts (ATL),28,59,356,12.7,33,6,2,0,0,0,0,10,61.6,6.2,96.0%,2022,20164,33.0,Kyle Pitts ATL (14) O,TE3,33.0,31.0,,32.0
34,Daniel Bellinger (NYG),30,35,268,8.9,24,2,2,1,2,1,1,11,60.0,5.5,0.7%,2022,24238,,,,,,,
35,Logan Thomas (WAS),39,61,323,8.3,27,2,1,0,0,0,0,13,57.8,4.4,1.8%,2022,12095,240.0,Logan Thomas WAS (14),TE29,216.0,,,216.0
36,Colby Parkinson (SEA),25,34,322,12.9,39,8,2,0,0,0,0,14,56.7,4.1,0.1%,2022,19372,,,,,,,
37,Noah Gray (KC),28,34,299,10.7,27,3,1,1,1,1,0,17,56.0,3.3,0.7%,2022,19539,,,,,,,
38,Brock Wright (DET),18,24,216,12.0,51,6,4,0,0,0,0,14,54.6,3.9,0.2%,2022,23341,,,,,,,
39,MyCole Pruitt (ATL),16,21,150,9.4,29,2,4,0,0,0,0,10,47.0,4.7,0.0%,2022,13964,,,,,,,
40,Trey McBride (ARI),29,39,265,9.1,29,3,1,0,0,0,0,12,47.0,3.9,4.2%,2022,22936,,,,,,,
41,Harrison Bryant (CLE),31,42,239,7.7,30,2,1,1,8,0,0,14,46.2,3.3,0.1%,2022,19389,,,,,,,
42,Kylen Granson (IND),31,40,302,9.7,32,4,0,1,0,0,0,13,45.7,3.5,0.1%,2022,22841,,,,,,,
43,C.J. Uzomah (NYJ),21,27,232,11.0,40,8,2,0,0,0,0,14,45.7,3.3,0.2%,2022,14084,,,,,,,
44,Mo Alie-Cox (IND),19,28,189,9.9,34,2,3,0,0,0,1,14,44.4,3.2,0.2%,2022,16579,199.0,Mo Alie-Cox IND (14),TE22,149.0,,,149.0
45,Tommy Tremble (CAR),19,32,174,9.2,29,1,3,0,0,0,1,15,42.9,2.9,0.1%,2022,22795,,,,,,,
46,Irv Smith Jr. (CIN),25,36,182,7.3,17,0,2,0,0,0,0,8,42.7,5.3,12.0%,2022,18610,201.0,Irv Smith Jr. CIN (10),TE23,217.0,173.0,,195.0
47,Jake Ferguson (DAL),19,22,174,9.2,30,4,2,0,0,0,0,11,38.9,3.5,6.2%,2022,22718,,,,,,,
48,Jonnu Smith (ATL),27,38,245,9.1,53,6,0,1,5,0,0,12,38.5,3.2,0.3%,2022,16460,,,,,,,
49,Adam Trautman (DEN),18,22,207,11.5,22,2,1,0,0,0,0,13,35.7,2.7,0.1%,2022,19423,,,,,,,
50,Shane Zylstra (DET),11,15,60,5.5,14,0,4,0,0,0,0,9,35.5,3.9,0.0%,2022,23461,269.0,Shane Zylstra DET (6),TE32,,251.0,,251.0
51,Peyton Hendershot (DAL),11,16,103,9.4,29,2,2,1,2,1,0,12,34.0,2.8,0.1%,2022,22971,,,,,,,
52,Josh Oliver (MIN),14,25,149,10.6,40,3,2,0,0,0,0,12,33.9,2.8,0.1%,2022,18487,,,,,,,
53,Durham Smythe (MIA),15,20,129,8.6,26,1,1,2,1,1,0,13,32.5,2.5,0.2%,2022,17508,,,,,,,
54,O.J. Howard (FA),10,23,145,14.5,26,4,2,0,0,0,0,11,31.5,2.9,0.1%,2022,16380,,,,,,,
55,Ian Thomas (CAR),21,30,197,9.4,50,4,0,0,0,0,0,14,30.2,2.2,0.1%,2022,17387,,,,,,,
56,Connor Heyward (PIT),12,17,151,12.6,45,4,1,2,27,0,0,15,29.8,2.0,0.2%,2022,24562,,,,,,,
57,Johnny Mundt (MIN),19,21,140,7.4,17,0,1,0,0,0,0,13,29.5,2.3,0.1%,2022,16743,,,,,,,
58,Mitchell Wilcox (CIN),17,18,139,8.2,19,0,1,0,0,0,0,9,28.4,3.2,0.0%,2022,19510,,,,,,,
59,Eric Saubert (MIA),15,24,148,9.9,25,3,1,0,0,0,0,14,28.3,2.0,0.1%,2022,16706,,,,,,,
60,Cameron Brate (FA),20,38,174,8.7,21,1,0,0,0,0,0,9,27.4,3.0,2.0%,2022,13470,191.0,Cameron Brate,TE20,140.0,,,140.0
61,Teagan Quitoriano (HOU),7,14,113,16.1,52,5,2,0,0,0,0,7,26.8,3.8,0.1%,2022,24182,,,,,,,
62,Jody Fortson (KC),9,13,108,12.0,40,4,2,0,0,0,1,10,25.3,2.5,0.1%,2022,18831,,,,,,,
63,Eric Tomlinson (HOU),9,13,79,8.8,18,0,2,0,0,0,0,9,24.4,2.7,0.0%,2022,14339,,,,,,,
64,Donald Parham Jr. (LAC),10,12,130,13.0,24,2,1,0,0,0,0,6,24.0,4.0,0.2%,2022,18835,,,,,,,
65,John Bates (WAS),14,22,108,7.7,20,1,1,0,0,0,0,10,23.8,2.4,0.1%,2022,22833,,,,,,,
66,Marcedes Lewis (CHI),6,7,66,11.0,31,2,2,0,0,0,0,6,23.6,3.9,0.0%,2022,9413,,,,,,,
67,James Mitchell (DET),11,11,113,10.3,22,2,1,0,0,0,0,8,22.8,2.9,0.1%,2022,23174,,,,,,,
68,Zach Gentry (PIT),19,23,132,6.9,32,3,0,0,0,0,0,14,22.7,1.6,0.1%,2022,18690,,,,,,,
69,Albert Okwuegbunam (DEN),10,18,95,9.5,25,1,1,0,0,0,0,6,20.5,3.4,0.6%,2022,18246,138.0,Albert Okwuegbunam DEN (9),TE14,131.0,157.0,,144.0
70,Brevin Jordan (HOU),14,28,128,9.1,20,2,0,0,0,0,0,9,19.8,2.2,0.1%,2022,20162,,,,,,,
71,Tanner Hudson (CIN),10,15,132,13.2,27,1,0,0,0,0,0,6,18.2,3.0,0.0%,2022,17826,,,,,,,
72,Dan Arnold (PHI),9,13,135,15.0,26,3,0,0,0,0,0,11,18.0,1.6,0.1%,2022,17143,,,,,,,
73,Ross Dwelley (SF),3,5,105,35.0,56,6,1,0,0,0,0,5,18.0,3.6,0.0%,2022,17886,,,,,,,
74,Josiah Deguara (GB),13,15,114,8.8,25,1,0,0,0,0,0,9,17.9,2.0,0.1%,2022,19456,,,,,,,
75,Jack Stoll (PHI),11,14,123,11.2,26,2,0,0,0,0,0,10,17.8,1.8,0.1%,2022,23193,292.0,Jack Stoll PHI (7),TE35,,278.0,,278.0
76,Geoff Swaim (ARI),12,16,58,4.8,13,0,1,0,0,0,0,12,17.8,1.5,0.0%,2022,14164,,,,,,,
77,Pharaoh Brown (IND),12,20,117,9.8,30,2,0,0,0,0,0,9,17.7,2.0,0.0%,2022,16937,,,,,,,
78,Ko Kieft (TB),7,10,80,11.4,19,0,1,0,0,0,0,14,17.5,1.3,0.1%,2022,24568,,,,,,,
79,Quintin Morris (BUF),8,11,84,10.5,26,1,1,0,0,0,1,9,16.4,1.8,0.0%,2022,22820,,,,,,,
80,Chris Myarick (NYG),7,8,65,9.3,23,1,1,0,0,0,0,10,16.0,1.6,0.0%,2022,19098,,,,,,,
81,Anthony Firkser (NE),9,13,100,11.1,22,1,0,0,0,0,0,8,14.5,1.8,0.0%,2022,16787,,,,,,,
82,Brycen Hopkins (LAR),7,11,109,15.6,22,2,0,0,0,0,0,7,14.4,2.1,0.1%,2022,19234,,,,,,,
83,Giovanni Ricci (CAR),8,9,100,12.5,32,2,0,0,0,0,0,11,14.0,1.3,0.0%,2022,19756,,,,,,,
84,Parker Hesse (ATL),9,11,89,9.9,22,1,0,0,0,0,0,12,13.4,1.1,0.0%,2022,19067,,,,,,,
85,Tre' McKitty (LAC),10,18,72,7.2,12,0,0,0,0,0,0,13,12.2,0.9,0.1%,2022,22807,,,,,,,
86,Armani Rogers (WAS),5,6,64,12.8,23,1,0,2,26,0,0,9,11.5,1.3,0.0%,2022,24242,,,,,,,
87,Grant Calcaterra (PHI),5,9,81,16.2,40,3,0,0,0,0,0,6,10.6,1.8,0.1%,2022,24180,,,,,,,
88,Kyle Rudolph (FA),3,5,28,9.3,12,0,1,0,0,0,0,5,10.3,2.1,0.0%,2022,9906,,,,,,,
89,Andrew Beck (HOU),5,11,69,13.8,27,2,0,2,0,0,0,9,9.4,1.0,0.0%,2022,18748,,,,,,,
90,Blake Bell (KC),2,2,20,10.0,17,0,1,0,0,0,0,2,9.0,4.5,0.1%,2022,13966,,,,,,,
91,Nick Vannett (HOU),6,9,55,9.2,15,0,0,0,0,0,0,7,8.5,1.2,0.0%,2022,15645,,,,,,,
92,Tyler Kroft (MIA),4,5,57,14.3,28,1,0,0,0,0,0,6,7.7,1.3,0.1%,2022,13960,,,,,,,
93,Tyler Mabry (SEA),1,1,7,7.0,7,0,1,0,0,0,0,1,7.2,7.2,0.0%,2022,19706,,,,,,,
94,Chris Manhertz (DEN),6,8,42,7.0,21,1,0,0,0,0,0,8,7.2,0.9,0.0%,2022,14014,,,,,,,
95,Charlie Kolar (BAL),4,6,49,12.3,15,0,0,0,0,0,0,1,6.9,6.9,0.0%,2022,22756,,,,,,,
96,Luke Farrell (JAC),4,4,40,10.0,15,0,0,0,0,0,0,4,6.0,1.5,0.0%,2022,19501,,,,,,,
97,Trevon Wesco (TEN),2,4,26,13.0,23,1,0,0,0,0,0,6,5.6,0.9,0.1%,2022,18567,,,,,,,
98,Stephen Sullivan (CAR),2,6,46,23.0,33,2,0,0,0,0,0,8,5.6,0.7,0.0%,2022,19641,,,,,,,
99,Ryan Griffin (FA),4,8,26,6.5,18,0,0,0,0,0,0,10,4.6,0.5,0.0%,2022,11830,,,,,,,
100,Tyler Davis (GB),4,7,26,6.5,23,1,0,0,0,0,0,11,4.6,0.4,0.0%,2022,19811,,,,,,,
101,Kendall Blanton (KC),2,2,35,17.5,28,1,0,0,0,0,0,2,4.5,2.3,0.0%,2022,18431,,,,,,,
102,Ben Ellefson (FA),3,3,26,8.7,12,0,0,0,0,0,0,2,4.1,2.1,0.0%,2022,19698,,,,,,,
103,Stone Smartt (LAC),4,5,17,4.3,8,0,0,0,0,0,0,3,3.7,1.2,0.0%,2022,24621,,,,,,,
104,Jesper Horsted (LV),3,4,19,6.3,9,0,0,0,0,0,0,5,3.4,0.7,0.0%,2022,18482,,,,,,,
105,Maxx Williams (FA),3,3,18,6.0,7,0,0,0,0,0,0,3,3.3,1.1,0.0%,2022,13919,,,,,,,
106,Cole Turner (WAS),2,9,23,11.5,18,0,0,0,0,0,0,7,3.3,0.5,0.1%,2022,23727,,,,,,,
107,Stephen Anderson (FA),3,7,9,3.0,6,0,0,0,0,0,0,9,2.4,0.3,0.0%,2022,15760,,,,,,,
108,Sean McKeon (DAL),2,3,11,5.5,10,0,0,0,0,0,0,3,2.1,0.7,0.0%,2022,19726,,,,,,,
109,Mason Schreck (HOU),2,2,6,3.0,6,0,0,0,0,0,0,2,1.6,0.8,0.0%,2022,16541,,,,,,,
110,Devin Asiasi (CIN),2,4,5,2.5,6,0,0,0,0,0,0,5,1.5,0.3,0.0%,2022,19435,,,,,,,
111,Jeremy Ruckert (NYJ),1,2,8,8.0,8,0,0,0,0,0,0,2,1.3,0.7,0.1%,2022,23742,,,,,,,
112,Tommy Sweeney (NYG),1,1,7,7.0,7,0,0,0,0,0,0,2,1.2,0.6,0.0%,2022,18325,,,,,,,
113,Jacob Harris (JAC),1,1,6,6.0,6,0,0,0,0,0,0,3,1.1,0.4,0.0%,2022,23251,,,,,,,
114,Richard Rodgers (FA),1,4,4,4.0,4,0,0,0,0,0,0,3,0.9,0.3,0.0%,2022,12233,,,,,,,
115,Drew Sample (CIN),2,2,-2,-1.0,2,0,0,0,0,0,0,2,0.8,0.4,0.1%,2022,18561,,,,,,,
116,Mitchell Fraboni (DEN),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2022,18888,,,,,,,
117,Matt Sokol (NE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,18921,,,,,,,
118,Matthew Orzech (GB),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2022,18991,,,,,,,
119,Stephen Carlson (CHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,18757,,,,,,,
120,Jace Sternberger (BUF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,18614,,,,,,,
121,Hakeem Butler (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2022,18229,,,,,,,
122,Kaden Smith (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,18293,,,,,,,
123,Daniel Helm (DET),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,18350,,,,,,,
124,Brandon Dillon (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,18400,,,,,,,
125,Tyree Jackson (PHI),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2022,18591,,,,,,,
126,Alize Mack (TEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,18596,,,,,,,
127,Jake Bargas (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,20055,,,,,,,
128,Tommy Hudson (DEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,19893,,,,,,,
129,Nick Bowers (CIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,20017,,,,,,,
130,Feleipe Franks (ATL),0,2,0,0.0,0,0,0,1,0,0,0,5,0.0,0.0,0.0%,2022,20081,,,,,,,
131,Dalton Keene (HOU),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,19563,,,,,,,
132,Jared Pinkney (CHI),0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2022,19250,,,,,,,
133,Scotty Washington (NE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,19857,,,,,,,
134,Charlie Woerner (SF),0,2,0,0.0,0,0,0,0,0,0,0,5,0.0,0.0,0.0%,2022,19665,,,,,,,
135,Noah Togiai (ARI),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,19688,,,,,,,
136,Lawrence Cager (NYG),13,19,118,9.1,20,1,1,0,0,0,0,6,0.0,0.0,0.0%,2022,19701,,,,,,,
137,Reggie Gilliam (BUF),9,11,76,8.4,14,0,1,0,0,0,0,8,0.0,0.0,0.0%,2022,19844,,,,,,,
138,Rashod Berry (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,19849,,,,,,,
139,Chris Pierce Jr. (FA),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,24657,,,,,,,
140,Leroy Watson (SF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,24675,,,,,,,
141,Jake Tonges (FA),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,24778,,,,,,,
142,Rodney Williams (PIT),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,24820,,,,,,,
143,Dre Miller (GB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,24822,,,,,,,
144,Justin Rigg (TEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,24836,,,,,,,
145,Zaire Mitchell-Paden (CLE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,24853,,,,,,,
146,Cole Fotheringham (LV),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,24886,,,,,,,
147,Tucker Fisk (ATL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,24921,,,,,,,
148,Curtis Hodges (WAS),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,24630,,,,,,,
149,Nikola Kalinic (LAR),0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,24144,,,,,,,
150,John FitzPatrick (ATL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,24181,,,,,,,
151,Tanner Conner (MIA),0,3,0,0.0,0,0,0,0,0,0,0,2,0.0,0.0,0.0%,2022,24216,,,,,,,
152,Gerrit Prince (JAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,24237,,,,,,,
153,Nick Muse (MIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,24239,,,,,,,
154,Lucas Krull (NO),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,24240,,,,,,,
155,Cameron Latu (SF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2022,24331,,,,,,,
156,Andrew Ogletree (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,24561,,,,,,,
157,Seth Green (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,24590,,,,,,,
158,Travis Vokolek (BAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25820,,,,,,,
159,Julian Hill (MIA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25824,,,,,,,
160,Johnny Lumpkin (NE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25829,,,,,,,
161,Ryan Miller (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25857,,,,,,,
162,Tanner Taula (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25860,,,,,,,
163,Nate Adkins (DEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25881,,,,,,,
164,John Samuel Shenker (LV),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25907,,,,,,,
165,Jordan Murray (HOU),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25928,,,,,,,
166,Princeton Fant (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25939,,,,,,,
167,Izaiah Gathings (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25957,,,,,,,
168,E.J. Jenkins (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25756,,,,,,,
169,Thomas Greaney (CLE),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25798,,,,,,,
170,Brady Russell (PHI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25731,,,,,,,
171,Thomas Odukoya (TEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25206,,,,,,,
172,Dalton Kincaid (BUF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,56.2%,2022,25247,,,,,,,
173,Luke Schoonmaker (DAL),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9%,2022,25267,,,,,,,
174,Luke Musgrave (GB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,5.5%,2022,25282,,,,,,,
175,Tucker Kraft (GB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4%,2022,25298,,,,,,,
176,Brenton Strange (JAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2022,25345,,,,,,,
177,Payne Durham (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25346,,,,,,,
178,Zack Kuntz (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2022,25347,,,,,,,
179,Ben Sims (MIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25349,,,,,,,
180,Ryan Jones (NYG),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25350,,,,,,,
181,Leonard Taylor (JAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25352,,,,,,,
182,Joel Honigford (ARI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25652,,,,,,,
183,Christian Trahan (CIN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25690,,,,,,,
184,Griffin Hebert (SEA),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25681,,,,,,,
185,Camren McDonald (LAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25672,,,,,,,
186,Henry Pearson (GB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25667,,,,,,,
187,Blake Whiteheart (ARI),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25657,,,,,,,
188,Christian Sims (LAR),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25621,,,,,,,
189,Michael Ezeike (LAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25566,,,,,,,
190,Joel Wilson (BUF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25541,,,,,,,
191,Derek Parish (JAC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,2022,25506,,,,,,,
192,Brayden Willis (SF),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,25469,,,,,,,
193,Dominique Dafney (TB),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,22672,,,,,,,
194,Hunter Long (LAR),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.1%,2022,22783,,,,,,,
195,Kenny Yeboah (NYJ),0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,0.0,0.0%,2022,22815,,,,,,,
196,Nick Eubanks (IND),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,22825,,,,,,,
197,Miller Forristall (CLE),0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,2022,22831,,,,,,,
198,Matt Bushman (KC),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,22865,,,,,,,
199,Josh Whyle (TEN),0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,2022,22923,,,,,,,
