pid,Player,Season,AVG,FPTS_TG_pred,STD,Position
19562,Juwan Johnson NO (11),2023,179.3,5.628339399434984,20.55075018906447,te
12208,Jimmy Garoppolo LV (13),2023,179.7,14.462477355184506,51.08163401197473,qb
23310,Kenneth Gainwell PHI (10),2023,181.3,5.670804858205184,22.05296654269745,rb
17687,Gus Edwards BAL (13),2023,184.3,5.78011249775514,6.6583281184793925,rb
20156,Mac Jones NE (11),2023,186.0,14.472412497423198,56.10704055642215,qb
24687,Rashid Shaheed NO (11),2023,186.5,7.199527200035132,21.920310216782973,wr
25324,Chase Brown CIN (7),2023,186.5,5.269362047227715,19.091883092036785,rb
17272,Mike Gesicki NE (11),2023,188.0,5.769581460505724,7.211102550927978,te
18631,Dawson Knox BUF (13),2023,188.3,5.666275353102634,46.736851983561465,te
19483,Van Jefferson LAR (10),2023,191.0,6.793676167741974,31.11269837220809,wr
22895,John Metchie III HOU (7),2023,191.5,6.730078362092861,20.50609665440988,wr
23080,Marvin Mims Jr. DEN (9),2023,195.5,6.607591914838743,17.67766952966369,wr
11174,Ryan Tannehill TEN (7),2023,197.5,14.193240867862306,26.16295090390226,qb
23020,Jayden Reed GB (6),2023,198.5,6.6173501032191915,24.748737341529164,wr
17528,Marquez Valdes-Scantling KC (10),2023,200.5,5.371668363209884,13.435028842544405,wr
18463,Parris Campbell NYG (13),2023,201.5,6.769781742357155,21.920310216782973,wr
15561,Hunter Henry NE (11),2023,202.3,5.359554976543636,52.38638499966698,te
23045,Sam Howell WAS (14),2023,202.5,14.810816192537626,24.748737341529164,qb
17283,Hayden Hurst CAR (7),2023,203.7,5.460628620993443,30.35347316755256,te
20095,Zamir White LV (13),2023,203.7,6.821898451399732,12.858201014657272,rb
22985,Wan'Dale Robinson NYG (13),2023,204.5,6.744262013047784,23.33452377915607,wr
11689,Zach Ertz ARI (14),2023,206.3,5.874443239879891,37.74034092762456,te
22728,Michael Carter NYJ (7),2023,207.0,5.837635379981885,34.07345007480164,rb
22718,Jake Ferguson DAL (7),2023,210.7,4.925922650280006,50.242744086418426,te
15569,Sterling Shepard NYG (13),2023,212.0,5.636748000613291,21.496046148071045,wr
16434,Curtis Samuel WAS (14),2023,212.0,6.389613028620046,26.87005768508881,wr
20080,Desmond Ridder ATL (11),2023,213.5,12.232684652648935,20.50609665440988,qb
17598,Tyler Conklin NYJ (7),2023,214.3,5.168922673917644,51.62686639079825,te
