Player,ATT_RUSHING,YDS_RUSHING,TDS_RUSHING,REC_RECEIVING,YDS_RECEIVING,TDS_RECEIVING,FL_MISC,FPTS_MISC_proj,Season,pid,FPTS_MISC_real,FPTS/G_MISC
Julius Chestnut TEN,14.5,51.6,0.1,5.7,39.7,0.2,0.1,13.5,2023,24689,6.8,1.1
John Kelly Jr. CLE,19.0,55.6,0.4,3.9,29.1,0.2,0.1,13.4,2023,17304,0.0,0.0
Ty'Son Williams ARI,17.2,64.1,0.4,3.7,22.9,0.1,0.0,13.1,2023,19636,1.0,1.0
Larry Rountree III LAC,10.0,41.3,0.3,4.6,33.8,0.2,0.1,12.5,2023,19537,4.3,1.4
Trey Sermon PHI,17.5,58.8,0.1,3.8,29.6,0.1,0.1,11.6,2023,19425,1.9,1.9
Trestan Ebner CHI,17.7,59.9,0.1,2.9,26.5,0.1,0.1,10.9,2023,24047,5.2,0.5
Patrick Ricard BAL,5.9,16.8,0.1,7.0,42.8,0.3,0.4,10.9,2023,17145,14.5,1.1
La'Mical Perine KC,4.2,17.6,0.2,5.0,35.7,0.3,0.0,10.9,2023,19333,0.0,0.0
Godwin Igwebuike ATL,0.0,13.3,0.1,6.0,43.5,0.2,0.1,10.6,2023,17352,1.2,0.2
Jermar Jefferson DET,4.5,19.4,0.2,4.4,34.5,0.3,0.0,10.4,2023,20088,0.0,0.0
Qadree Ollison JAC,4.5,18.8,0.2,4.5,31.9,0.2,0.0,9.3,2023,18480,0.0,0.0
Jason Cabinda DET,4.5,12.5,0.1,4.4,33.3,0.3,0.0,9.1,2023,17429,0.0,0.0
Giovanni Ricci CAR,4.6,19.6,0.2,4.1,29.9,0.2,0.0,9.0,2023,19756,14.0,1.3
Patrick Laird TB,4.4,18.2,0.2,4.1,30.5,0.2,0.0,8.9,2023,18332,0.0,0.0
Spencer Brown CAR,4.6,19.7,0.2,4.1,28.5,0.2,0.0,8.9,2023,23264,6.3,3.2
Nate McCrary GB,5.4,22.7,0.1,3.8,28.1,0.2,0.0,8.6,2023,23512,0.0,0.0
Eno Benjamin NO,4.8,20.3,0.1,3.9,28.4,0.2,0.0,8.6,2023,19361,77.1,5.9
Jonathan Ward TEN,10.1,42.9,0.2,1.9,14.0,0.1,0.0,8.3,2023,19974,4.2,1.1
Gerrid Doaks HOU,4.7,19.8,0.1,4.0,27.7,0.2,0.0,8.3,2023,23286,0.0,0.0
Avery Williams ATL,5.4,22.8,0.2,3.5,22.4,0.2,0.0,8.3,2023,23279,25.5,1.5
Jake Funk IND,5.5,23.2,0.1,3.5,24.2,0.2,0.0,7.9,2023,23190,0.0,0.0
Jaret Patterson WAS,10.7,32.9,0.1,2.4,13.1,0.1,0.0,7.0,2023,20155,7.8,3.9
Adam Prentice NO,0.0,11.3,0.1,4.0,19.7,0.2,0.0,7.0,2023,23451,3.3,0.6
Henry Pearson GB,0.0,13.0,0.1,4.0,17.4,0.2,0.0,7.0,2023,25667,0.0,0.0
Henry Pearson GB,0.0,13.0,0.1,4.0,17.4,0.2,0.0,7.0,2023,25667,0.0,0.0
Michael Burton DEN,4.7,12.1,0.1,3.3,19.3,0.2,0.0,6.7,2023,14191,2.8,0.2
Jack Colletto SF,0.0,7.5,0.1,3.8,17.0,0.2,0.0,5.9,2023,25630,0.0,0.0
Khari Blasingame CHI,5.8,13.8,0.1,2.6,12.1,0.1,0.0,5.3,2023,18847,0.0,0.0
Jakob Johnson LV,0.0,2.0,0.0,4.5,16.0,0.2,0.0,5.2,2023,18673,3.5,0.3
Ronnie Rivers LAR,8.4,19.9,0.0,2.3,14.7,0.1,0.1,5.1,2023,23986,7.5,3.8
Keith Smith ATL,5.4,12.2,0.1,2.8,11.5,0.1,0.0,5.1,2023,13192,1.5,0.2
Ellis Merriweather NO,0.0,10.2,0.1,0.5,3.7,0.0,0.0,2.3,2023,25918,0.0,0.0
Nick Bellore SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,10978,0.0,0.0
Marlon Mack ARI,46.8,165.5,0.0,0.0,27.8,0.0,0.0,0.0,2023,16444,34.3,4.3
Keaton Mitchell BAL,26.6,83.6,0.0,0.0,31.0,0.0,0.1,0.0,2023,25360,0.0,0.0
Mohamed Ibrahim DET,29.5,93.5,0.0,0.0,34.7,0.0,0.2,0.0,2023,20153,0.0,0.0
Michael Thomas NO,0.3,0.9,0.0,126.3,1505.2,9.0,0.5,266.8,2020,15528,63.9,9.1
Davante Adams LV,0.0,0.0,0.0,103.8,1306.5,9.7,0.5,239.6,2020,12123,300.9,21.5
Tyreek Hill MIA,10.7,66.5,0.5,81.5,1181.7,8.4,0.4,218.2,2020,15802,285.4,19.0
DeAndre Hopkins TEN,1.3,7.6,0.0,94.7,1171.0,7.6,0.5,209.8,2020,11606,230.3,14.4
Chris Godwin TB,1.1,6.6,0.1,83.3,1195.6,7.7,0.5,207.1,2020,16406,158.5,13.2
DJ Moore CHI,5.8,49.2,0.1,86.1,1170.9,5.4,1.0,196.1,2020,17265,178.5,11.9
Mike Evans TB,0.5,3.1,0.0,73.2,1142.8,7.6,0.5,196.1,2020,12119,213.6,13.4
Robert Woods HOU,14.3,92.6,0.8,86.7,1090.2,4.8,0.5,194.2,2020,11610,200.1,12.5
Cooper Kupp LAR,2.0,9.9,0.0,84.2,1052.1,7.4,0.6,191.4,2020,16433,162.7,10.8
Adam Thielen CAR,4.0,20.3,0.3,77.7,1073.2,7.0,0.5,190.9,2020,13429,217.0,14.5
Amari Cooper CLE,0.8,6.5,0.0,77.1,1096.2,7.1,0.5,190.6,2020,13894,190.8,11.9
Calvin Ridley JAC,1.7,20.1,0.0,78.1,1049.9,7.3,0.5,189.1,2020,17258,236.5,15.8
Tyler Lockett SEA,5.2,28.3,0.1,74.0,1047.6,7.3,0.5,187.8,2020,13971,215.4,13.5
Allen Robinson II PIT,1.4,8.7,0.1,85.4,1068.7,6.3,0.5,187.5,2020,12126,211.9,13.2
A.J. Brown PHI,4.5,38.5,0.3,64.4,1071.5,6.6,0.5,183.9,2020,18218,212.5,15.2
Odell Beckham Jr. BAL,3.1,15.9,0.0,75.1,1063.3,6.5,0.5,183.5,2020,12127,75.3,10.8
Keenan Allen LAC,4.7,31.9,0.1,85.1,1031.1,5.8,0.5,183.4,2020,11616,195.1,13.9
JuJu Smith-Schuster NE,0.3,2.7,0.0,81.8,1044.7,6.2,0.5,181.7,2020,16427,185.6,11.6
DeVante Parker NE,0.4,2.6,0.0,72.1,1067.0,6.1,0.4,178.5,2020,13897,134.8,9.6
Courtland Sutton DEN,1.2,5.6,0.0,70.7,1040.0,6.2,0.6,175.9,2020,17253,8.1,8.1
Terry McLaurin WAS,0.0,0.0,0.0,70.7,1042.7,6.1,0.5,175.3,2020,18466,180.3,12.0
DK Metcalf SEA,1.4,7.7,0.0,65.5,983.6,7.3,1.2,173.4,2020,18219,229.8,14.4
DJ Chark Jr. CAR,1.2,8.7,0.0,73.6,994.0,5.8,0.5,171.0,2020,17292,127.1,9.8
Michael Gallup DAL,0.0,0.0,0.0,63.2,1013.3,6.1,0.4,168.5,2020,17259,143.8,9.0
Stefon Diggs BUF,6.7,50.9,0.1,65.7,967.3,5.7,0.6,168.3,2020,13981,265.1,16.6
Marquise Brown ARI,6.3,60.0,0.3,63.4,844.3,6.4,0.4,161.7,2020,18226,154.0,9.6
Tyler Boyd CIN,2.2,12.8,0.0,75.8,927.9,5.0,0.5,161.3,2020,15547,153.1,10.2
Marvin Jones Jr. DET,1.1,3.5,0.0,63.5,863.1,6.5,0.4,157.0,2020,11215,189.8,11.9
Jamison Crowder NYG,1.0,6.3,0.0,74.8,856.5,5.6,0.5,156.5,2020,13976,142.5,11.9
Sterling Shepard NYG,5.1,39.6,0.1,72.2,833.9,4.9,0.4,152.4,2020,15569,129.5,10.8
Diontae Johnson PIT,3.7,27.4,0.0,67.5,813.1,5.6,0.9,149.6,2020,18615,177.8,11.9
Christian Kirk JAC,8.1,62.3,0.1,68.4,788.7,4.8,0.4,147.7,2020,17268,122.4,8.7
Deebo Samuel SF,11.3,115.6,1.0,57.3,760.8,4.3,0.5,146.5,2020,18244,64.2,9.2
Brandin Cooks DAL,4.8,34.5,0.1,59.7,842.2,4.6,0.5,144.6,2020,12122,191.5,12.8
Darius Slayton NYG,0.0,0.0,0.0,52.3,766.7,5.6,0.4,135.8,2020,18706,116.0,7.3
Breshad Perriman IND,2.0,8.4,0.0,46.7,771.8,5.1,0.1,131.9,2020,13975,84.1,7.0
CeeDee Lamb DAL,1.0,6.1,0.0,54.1,769.7,4.7,0.8,131.3,2020,19202,180.7,11.3
Robbie Chosen MIA,1.2,3.9,0.0,51.5,742.8,4.3,0.5,125.3,2020,15688,176.6,11.0
Mike Williams LAC,3.4,18.0,0.5,43.0,719.5,4.3,0.0,123.4,2020,16377,129.7,8.6
Jerry Jeudy DEN,0.7,2.7,0.0,54.0,728.5,4.1,0.8,123.3,2020,19201,131.6,8.2
Allen Lazard NYJ,1.3,11.7,0.0,51.3,695.9,4.0,0.4,119.4,2020,17301,81.3,8.1
Curtis Samuel WAS,15.3,109.5,1.0,45.8,553.6,4.0,0.4,118.7,2020,16434,173.6,11.6
N'Keal Harry MIN,5.9,39.0,0.1,50.1,631.0,4.5,0.5,118.5,2020,18222,57.4,4.1
Cole Beasley NYG,0.0,0.0,0.0,56.0,659.6,4.0,0.4,117.1,2020,11459,166.5,11.1
Steven Sims Jr. HOU,9.0,67.3,0.5,51.1,575.9,4.2,0.5,116.9,2020,18962,43.8,3.7
Jalen Reagor MIN,1.9,11.5,0.1,50.6,661.8,4.2,0.8,116.8,2020,19219,71.7,6.5
Justin Jefferson MIN,1.4,8.9,0.0,48.9,669.3,4.0,0.4,115.4,2020,19236,230.2,14.4
Hunter Renfrow LV,0.0,0.0,0.0,52.6,636.6,4.3,0.4,114.8,2020,18345,103.6,6.5
Corey Davis NYJ,1.5,12.8,0.0,46.8,646.7,3.8,0.4,111.3,2020,16385,158.9,11.4
Michael Pittman Jr. IND,1.0,4.3,0.0,46.6,631.4,3.9,0.4,109.6,2020,19278,78.9,6.1
Mecole Hardman Jr. NYJ,6.7,36.9,0.2,37.4,569.8,4.7,0.8,107.2,2020,18587,107.6,6.7
Brandon Aiyuk SF,1.8,10.6,0.1,43.5,598.5,4.1,0.4,106.5,2020,19252,154.5,12.9
Bryan Edwards NO,1.1,6.5,0.0,46.5,607.0,3.4,0.8,103.5,2020,18634,30.8,2.6
Randall Cobb NYJ,3.4,20.0,0.1,45.0,568.1,3.0,0.5,99.1,2020,9902,81.1,8.1
Parris Campbell NYG,6.1,38.6,0.1,42.3,508.1,3.1,0.5,94.4,2020,18463,11.7,5.9
Chris Conley SF,0.0,0.0,0.0,40.3,558.3,3.0,0.4,93.2,2020,14151,77.1,5.1
Laviska Shenault Jr. CAR,16.9,107.4,0.5,36.0,468.7,2.3,0.8,90.8,2020,19221,128.1,9.2
Russell Gage TB,3.4,21.1,0.1,42.4,481.3,2.9,0.2,89.0,2020,17606,145.1,9.1
Jakeem Grant Sr. CLE,4.5,23.8,0.4,40.3,462.1,2.5,0.4,85.0,2020,15680,69.3,5.0
James Washington NO,0.0,0.0,0.0,33.9,503.0,3.1,0.4,85.0,2020,17254,84.2,5.3
Tee Higgins CIN,0.0,0.0,0.0,34.9,462.3,2.7,0.1,79.7,2020,19211,161.1,10.1
Van Jefferson LAR,1.5,8.3,0.0,35.0,466.6,2.5,0.4,79.1,2020,19483,37.4,2.3
Damiere Byrd CAR,0.0,0.0,0.0,35.0,444.2,2.7,0.1,77.9,2020,14222,91.4,5.7
Chase Claypool CHI,0.7,2.7,0.0,31.0,405.8,2.8,0.4,72.0,2020,18627,183.9,11.5
Miles Boykin PIT,0.0,0.0,0.0,28.3,383.3,3.1,0.1,71.2,2020,18636,60.1,3.8
Denzel Mims DET,0.7,2.7,0.0,32.2,424.0,2.1,0.4,70.5,2020,19344,49.2,5.5
Josh Reynolds DET,3.8,22.8,0.1,27.3,371.1,2.4,0.1,67.8,2020,16439,98.3,6.1
Willie Snead IV SF,1.1,5.9,0.0,31.5,366.6,2.5,0.4,67.3,2020,12904,77.7,6.0
Kendrick Bourne NE,0.8,5.6,0.1,28.3,357.2,2.7,0.0,67.1,2020,17066,105.2,7.0
Marquez Valdes-Scantling KC,0.7,7.0,0.0,26.4,398.5,2.1,0.1,66.0,2020,17528,120.8,7.6
Tre'Quan Smith NO,0.3,1.0,0.0,23.9,328.2,3.1,0.0,63.2,2020,17261,86.1,6.2
Isaiah Ford CHI,0.0,0.0,0.0,26.4,312.6,1.7,0.1,54.7,2020,16432,41.6,4.2
Phillip Dorsett II LV,0.8,4.8,0.0,22.4,302.3,2.1,0.1,54.4,2020,13979,,
Andy Isabella BUF,2.8,16.8,0.1,21.2,302.3,1.9,0.1,54.1,2020,18409,44.3,3.4
Zach Pascal ARI,1.0,8.0,0.0,21.9,298.9,2.0,0.0,53.4,2020,16972,114.9,7.2
Scott Miller ATL,2.1,12.3,0.1,22.9,285.8,1.9,0.1,52.7,2020,18714,86.0,5.4
Equanimeous St. Brown CHI,0.3,2.0,0.0,22.4,294.3,1.9,0.1,52.3,2020,17307,21.9,1.8
Devin Duvernay BAL,1.4,9.0,0.0,22.0,288.6,1.8,0.4,50.7,2020,19270,43.1,2.7
Keelan Cole Sr. LV,0.7,3.9,0.0,20.2,300.8,1.7,0.4,49.8,2020,16864,127.9,8.0
Nelson Agholor BAL,1.4,13.3,0.0,23.7,266.6,1.5,0.4,47.9,2020,13969,161.6,10.1
David Moore TB,1.9,11.7,0.0,18.8,258.1,1.9,0.1,47.6,2020,16757,101.3,6.3
Jakobi Meyers LV,0.0,0.0,0.0,19.3,251.3,1.4,0.1,43.2,2020,18598,113.1,8.1
Trent Taylor CIN,0.0,0.0,0.0,20.9,240.0,1.3,0.1,42.4,2020,16505,13.6,1.1
Greg Ward PHI,1.6,8.3,0.0,20.3,234.8,1.3,0.4,41.5,2020,17130,106.6,6.7
Tim Patrick DEN,0.1,0.4,0.0,19.4,234.5,1.3,0.0,41.1,2020,16556,135.7,9.0
Demarcus Robinson LAR,0.0,0.0,0.0,16.2,220.5,1.7,0.0,40.1,2020,15665,85.1,5.7
Joe Reed CHI,2.8,15.2,0.1,15.9,224.4,1.2,0.4,38.5,2020,19468,8.9,0.8
Cordarrelle Patterson ATL,22.5,138.0,0.9,10.0,98.4,0.4,0.1,36.3,2020,11613,0.0,0.0
J.J. Arcega-Whiteside ATL,0.4,2.9,0.0,15.7,196.0,1.4,0.0,36.1,2020,18235,12.5,1.6
J.J. Arcega-Whiteside ATL,0.4,2.9,0.0,15.7,196.0,1.4,0.0,36.1,2020,18235,0.0,0.0
Kalif Raymond DET,0.0,0.0,0.0,12.5,189.5,1.3,0.0,32.7,2020,16081,22.9,1.5
Darrius Shepherd LAC,0.0,0.0,0.0,11.7,155.6,0.8,0.0,26.4,2020,19030,5.1,0.6
Gabe Davis BUF,0.0,0.0,0.0,10.6,147.6,0.8,0.0,24.7,2020,19398,119.4,7.5
Jamal Agnew JAC,2.0,12.5,0.1,9.9,126.7,0.8,0.1,23.6,2020,16666,22.7,1.6
Malik Taylor NYJ,0.0,0.0,0.0,10.6,128.5,0.8,0.0,22.8,2020,18856,16.0,1.1
Isaiah McKenzie IND,2.1,12.8,0.1,10.9,114.4,0.7,0.1,22.8,2020,16604,84.6,5.3
Jalen Guyton LAC,0.0,0.0,0.0,10.1,130.9,0.7,0.0,22.2,2020,18941,83.1,5.2
Richie James Jr. KC,2.3,11.4,0.1,8.8,110.9,0.8,0.0,21.8,2020,17303,52.9,4.8
Zay Jones JAC,0.0,0.3,0.0,10.6,114.8,0.8,0.0,21.6,2020,16431,29.6,1.9
Olamide Zaccheaus PHI,0.0,0.0,0.0,9.1,122.4,0.7,0.0,21.1,2020,18864,43.4,3.9
Vyncint Smith IND,0.0,0.0,0.0,9.7,116.9,0.8,0.0,21.1,2020,17714,1.8,0.3
Tyler Johnson LAR,1.0,6.7,0.1,8.8,114.9,0.5,0.0,20.2,2020,18633,34.9,2.5
KhaDarel Hodge ATL,0.0,0.0,0.0,8.9,113.2,0.7,0.0,19.9,2020,18166,23.5,2.6
Justin Watson KC,0.4,2.7,0.0,8.9,114.3,0.6,0.0,19.8,2020,17603,12.9,1.2
Gunner Olszewski PIT,0.0,0.0,0.0,8.5,115.6,0.7,0.0,19.6,2020,19093,23.0,1.8
Javon Wims CAR,0.0,0.0,0.0,9.2,106.0,0.6,0.0,18.9,2020,17388,14.0,1.1
KeeSean Johnson BUF,0.0,0.0,0.0,7.7,96.1,0.6,0.0,16.8,2020,18618,24.8,3.1
Deonte Harty BUF,1.4,7.5,0.0,7.1,86.0,0.6,0.0,16.7,2020,18876,37.7,4.2
Freddie Swain MIA,0.0,0.0,0.0,7.2,93.5,0.6,0.0,16.4,2020,19729,34.4,2.2
Noah Brown HOU,0.0,0.0,0.0,7.2,92.0,0.6,0.0,16.3,2020,16443,22.8,1.4
Dezmon Patmon BUF,0.0,0.0,0.0,7.5,91.1,0.6,0.0,16.2,2020,19736,0.0,0.0
James Proche II BAL,0.0,0.0,0.0,6.7,92.5,0.5,0.0,15.8,2020,19359,1.9,0.1
Cedrick Wilson Jr. MIA,0.0,0.0,0.0,7.3,93.6,0.4,0.0,15.3,2020,17262,43.1,2.7
Braxton Berrios MIA,0.9,5.4,0.0,6.2,79.3,0.5,0.0,14.4,2020,17289,78.8,4.9
DeAndre Carter LV,0.0,0.0,0.0,5.8,81.9,0.5,0.0,13.9,2020,14103,-0.7,-0.1
Mack Hollins ATL,0.0,0.0,0.0,6.2,83.9,0.4,0.0,13.7,2020,16489,29.6,1.9
Quintez Cephus DET,0.0,0.0,0.0,6.2,77.4,0.4,0.0,13.4,2020,19396,56.9,4.4
Trent Sherfield BUF,0.0,0.0,0.0,5.4,74.2,0.4,0.0,12.6,2020,17888,7.5,0.5
K.J. Osborn MIN,0.0,0.0,0.0,5.8,80.9,0.3,0.0,12.6,2020,19708,0.0,0.0
Keke Coutee NO,3.4,23.0,0.2,4.4,47.4,0.3,0.0,12.0,2020,17490,70.5,8.8
John Hightower LAC,0.0,0.0,0.0,5.3,64.9,0.4,0.0,11.6,2020,19329,23.8,1.8
Brandon Powell MIN,0.0,0.0,0.0,5.3,66.8,0.4,0.0,11.4,2020,17793,23.6,1.6
Chris Lacy LV,0.0,0.0,0.0,5.2,63.7,0.3,0.0,11.0,2020,17649,,
Byron Pringle WAS,0.0,0.0,0.0,4.2,62.9,0.4,0.0,10.7,2020,17739,34.5,2.9
Alex Erickson NYJ,0.2,1.3,0.0,5.3,59.3,0.3,0.0,10.5,2020,15706,16.6,1.0
Dante Pettis CHI,0.0,0.0,0.0,3.9,62.8,0.4,0.0,10.5,2020,17264,13.6,1.9
Darnell Mooney CHI,0.0,0.0,0.0,4.9,60.5,0.3,0.0,9.9,2020,19810,121.6,7.6
Keith Kirkwood NO,0.0,0.0,0.0,4.1,52.4,0.2,0.0,8.6,2020,17871,1.8,1.8
Malik Turner IND,0.0,0.0,0.0,3.4,43.1,0.3,0.0,7.8,2020,18168,0.0,0.0
Chris Moore TEN,0.0,0.0,0.0,3.2,45.2,0.3,0.0,7.7,2020,15654,0.0,0.0
Ray-Ray McCloud III SF,0.0,0.0,0.0,2.8,45.7,0.2,0.0,7.3,2020,17530,22.2,1.4
Jaydon Mickens NYG,0.0,0.0,0.0,1.9,39.0,0.2,0.0,5.9,2020,16117,9.3,0.9
Nsimba Webster CHI,0.0,0.0,0.0,2.5,35.6,0.2,0.0,5.8,2020,18907,-2.0,-0.1
Matthew Slater NE,0.0,0.0,0.0,1.3,33.6,0.1,0.0,4.5,2020,9446,0.0,0.0
Donovan Peoples-Jones CLE,0.0,0.0,0.0,1.8,23.4,0.2,0.0,4.2,2020,19298,51.4,4.3
Ashton Dulin IND,0.0,0.0,0.0,1.7,25.2,0.1,0.0,4.1,2020,18656,7.9,0.6
Marcus Kemp WAS,0.0,0.0,0.0,1.6,23.5,0.1,0.0,4.0,2020,16918,1.6,0.2
Stanley Morgan Jr. CIN,0.0,0.0,0.0,1.7,21.2,0.2,0.0,3.9,2020,18624,0.0,0.0
Marquez Callaway DEN,0.0,0.0,0.0,1.6,20.6,0.2,0.0,3.7,2020,19505,31.8,2.9
Trishton Jackson MIN,0.0,0.0,0.0,1.7,21.9,0.1,0.0,3.6,2020,19672,,
Collin Johnson NYG,0.0,0.0,0.0,1.5,21.3,0.1,0.0,3.4,2020,18289,50.2,3.6
Dan Chisena PIT,0.0,0.0,0.0,1.5,19.5,0.1,0.0,3.3,2020,20056,0.0,0.0
Lil'Jordan Humphrey DEN,0.0,0.0,0.0,1.1,13.5,0.1,0.0,2.6,2020,18590,12.1,4.0
Penny Hart ATL,0.0,0.0,0.0,0.5,5.5,0.0,0.0,1.0,2020,18787,2.7,0.2
Greg Dortch ARI,0.0,0.0,0.0,0.3,4.6,0.0,0.0,0.6,2020,18585,,
Tyrie Cleveland PHI,0.0,0.0,0.0,0.2,2.4,0.0,0.0,0.4,2020,19674,9.3,0.9
Juwann Winfree IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,18699,0.0,0.0
Trenton Irwin CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,18726,1.0,1.0
Marcell Ateman BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,17256,,
Keelan Doss LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,18540,0.0,0.0
Daurice Fountain CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,17519,3.3,0.7
Laquon Treadwell BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,15495,19.9,4.0
Nick Williams DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,12060,,
Isaiah Hodgins NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,19375,,
Trey Quinn DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,17266,0.0,0.0
Isaiah Coulter BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,19771,0.0,0.0
Davion Davis ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,18485,,
Gary Jennings Jr. CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,18565,,
Hakeem Butler PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,18229,0.0,0.0
Hakeem Butler PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,18229,0.0,0.0
River Cracraft MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,17224,7.1,0.8
Cam Sims LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,18016,70.2,4.4
Jauan Jennings SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,19590,,
Taquan Mizzell NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,16835,,
Kirk Merritt NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,19753,0.0,0.0
Kirk Merritt NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,19753,0.0,0.0
Deon Cain PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,17263,0.0,0.0
Quez Watkins PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,19715,20.1,3.4
Davante Adams LV,0.0,0.0,0.0,124.2,1485.3,12.8,0.5,286.5,2021,12123,282.8,17.7
Tyreek Hill MIA,13.1,83.7,0.9,102.0,1457.5,12.0,0.5,281.6,2021,15802,241.0,14.2
Stefon Diggs BUF,2.1,13.7,0.0,115.1,1490.9,9.5,0.8,263.8,2021,13981,234.0,13.8
Calvin Ridley JAC,3.9,22.6,0.1,101.0,1441.4,9.0,0.5,250.2,2021,17258,55.6,11.1
DeAndre Hopkins TEN,0.7,3.5,0.0,118.3,1449.0,7.9,1.0,250.1,2021,11606,126.2,12.6
Justin Jefferson MIN,0.7,3.8,0.0,96.2,1434.3,8.1,0.5,239.4,2021,19236,276.4,16.3
DK Metcalf SEA,0.6,4.0,0.0,87.9,1308.8,9.8,0.9,232.4,2021,18219,206.8,12.2
A.J. Brown PHI,1.2,12.2,0.0,85.2,1276.3,9.8,0.6,228.9,2021,18218,149.4,11.5
Keenan Allen LAC,2.8,15.0,0.1,107.0,1153.2,7.5,0.6,214.7,2021,11616,204.8,12.8
Allen Robinson II PIT,0.2,0.2,0.0,97.4,1203.1,6.8,0.5,208.9,2021,12126,68.0,5.7
CeeDee Lamb DAL,8.8,62.9,0.7,87.2,1129.4,7.1,0.5,208.7,2021,19202,193.3,12.1
Amari Cooper CLE,2.5,11.6,0.0,90.4,1184.6,7.3,0.5,208.0,2021,13894,168.5,11.2
Terry McLaurin WAS,1.9,13.3,0.1,88.9,1196.0,6.6,0.5,204.2,2021,18466,175.0,10.3
Tyler Lockett SEA,1.6,6.3,0.0,92.5,1083.8,8.3,0.5,204.2,2021,13971,204.9,12.8
Robert Woods HOU,17.6,111.6,0.9,94.8,1050.5,5.9,0.6,203.3,2021,11610,114.7,12.7
Cooper Kupp LAR,3.5,21.7,0.1,94.4,1093.6,7.1,0.5,200.8,2021,16433,367.0,21.6
Adam Thielen CAR,3.2,14.9,0.2,80.6,1029.4,8.8,0.5,197.9,2021,13429,166.3,12.8
Mike Evans TB,0.0,0.0,0.0,73.5,1087.9,8.7,0.4,197.1,2021,12119,225.5,14.1
DJ Moore CHI,2.9,19.0,0.1,83.1,1189.6,5.6,0.5,195.0,2021,17265,191.0,11.2
Tee Higgins CIN,1.8,9.9,0.0,83.2,1098.3,6.9,0.5,192.6,2021,19211,182.1,13.0
Diontae Johnson PIT,4.1,25.9,0.1,95.5,1020.6,6.7,1.0,190.9,2021,18615,220.9,13.8
Chris Godwin TB,0.2,1.6,0.0,81.2,1067.3,7.4,0.5,190.8,2021,16406,193.4,13.8
Brandon Aiyuk SF,13.7,83.4,0.8,73.2,942.6,6.4,0.5,181.5,2021,19252,142.3,8.4
Ja'Marr Chase CIN,1.2,6.5,0.0,74.0,1056.5,6.3,0.8,179.7,2021,19788,264.1,15.5
Brandin Cooks DAL,0.8,6.8,0.0,77.2,1076.0,5.6,0.4,179.6,2021,12122,186.8,11.7
Deebo Samuel SF,13.9,109.6,0.8,75.1,953.7,5.1,0.5,178.5,2021,18244,300.5,18.8
Odell Beckham Jr. BAL,4.5,40.5,0.2,71.0,984.3,6.6,0.5,177.9,2021,12127,107.1,7.7
JuJu Smith-Schuster NE,0.2,1.4,0.0,90.5,930.4,6.7,0.6,177.5,2021,16427,27.3,5.5
Chase Claypool CHI,6.6,35.4,0.5,70.1,918.7,6.8,0.6,172.8,2021,18627,137.1,9.1
Courtland Sutton DEN,1.3,7.5,0.0,70.1,995.0,6.1,0.5,170.9,2021,17253,121.2,7.1
Robbie Chosen MIA,2.4,11.8,0.1,80.3,980.8,5.2,0.5,169.6,2021,15688,112.0,6.6
Marvin Jones Jr. DET,0.2,0.0,0.0,71.0,941.8,6.4,0.4,167.6,2021,11215,143.7,8.5
Jerry Jeudy DEN,0.0,0.0,0.0,71.3,998.8,5.3,0.6,166.3,2021,19201,66.0,6.6
DJ Chark Jr. CAR,0.6,5.8,0.0,71.1,944.0,6.1,0.4,166.1,2021,17292,30.9,10.3
Michael Gallup DAL,0.0,0.0,0.0,65.6,974.5,6.0,0.4,165.5,2021,17259,74.0,8.2
Tyler Boyd CIN,2.4,17.7,0.0,82.7,902.6,5.4,0.5,164.5,2021,15547,150.3,9.4
