Player,ATT_RUSHING,YDS_RUSHING,TDS_RUSHING,REC_RECEIVING,YDS_RECEIVING,TDS_RECEIVING,FL_MISC,FPTS_MISC_proj,Season,pid,FPTS_MISC_real,FPTS/G_MISC
Jamison Crowder NYG,2.5,16.3,0.3,37.0,390.7,2.5,0.1,75.2,2022,13976,9.0,2.3
James Washington NO,0.0,0.0,0.0,28.0,405.5,3.0,0.1,72.5,2022,17254,0.0,0.0
Nelson Agholor BAL,1.1,6.6,0.1,28.7,400.2,2.2,0.1,68.2,2022,13969,59.7,4.0
David Bell CLE,1.0,7.8,0.0,32.2,380.4,2.1,0.1,67.4,2022,23108,33.4,2.2
Velus Jones Jr. CHI,1.0,6.3,0.0,29.9,385.3,2.2,0.2,67.0,2022,24214,30.5,2.8
Freddie Swain MIA,0.0,0.0,0.0,29.5,374.3,2.4,0.0,66.4,2022,19729,9.4,3.1
Quez Watkins PHI,0.0,0.0,0.0,28.4,391.5,2.1,0.1,65.6,2022,19715,68.0,4.0
Olamide Zaccheaus PHI,0.3,1.5,0.0,28.8,373.4,1.9,0.1,63.0,2022,18864,90.0,5.3
Laviska Shenault Jr. CAR,6.6,34.9,0.1,29.9,313.5,2.0,0.1,62.2,2022,19221,59.2,4.6
Braxton Berrios MIA,3.0,18.7,0.1,32.7,327.4,1.6,0.2,61.2,2022,17289,48.7,2.9
Jauan Jennings SF,0.0,0.0,0.0,28.0,324.3,2.2,0.1,59.4,2022,19590,65.1,4.1
Dee Eskridge SEA,4.4,28.8,0.1,24.8,314.8,1.6,0.2,56.8,2022,22785,10.3,1.1
Keelan Cole Sr. LV,0.0,0.0,0.0,24.1,323.9,2.0,0.0,56.3,2022,16864,25.1,2.1
Chris Conley SF,0.0,0.0,0.0,24.5,297.2,2.0,0.0,54.0,2022,14151,6.6,1.7
Terrace Marshall Jr. CAR,0.0,0.0,0.0,23.7,293.6,1.9,0.1,52.7,2022,23242,69.0,5.3
Josh Reynolds DET,0.0,0.0,0.0,22.2,300.7,1.9,0.1,52.3,2022,16439,84.9,7.1
Jalen Guyton LAC,3.7,24.6,0.1,19.5,277.9,1.8,0.1,51.2,2022,18941,7.4,3.7
Ty Montgomery NE,29.1,170.4,1.4,14.8,133.1,0.8,0.0,50.7,2022,13977,8.8,8.8
Ty Montgomery NE,29.1,170.4,1.4,14.8,133.1,0.8,0.0,50.7,2022,13977,0.0,0.0
James Proche II BAL,0.0,0.0,0.0,23.3,284.3,1.6,0.1,49.5,2022,19359,9.2,0.8
Phillip Dorsett II LV,0.0,0.0,0.0,22.7,285.3,1.5,0.1,48.6,2022,13979,41.7,2.8
Mack Hollins ATL,0.2,0.0,0.0,19.8,258.0,2.0,0.1,47.6,2022,16489,125.7,7.4
Jamal Agnew JAC,8.3,57.7,0.4,16.3,188.1,1.0,0.1,40.4,2022,16666,60.8,4.1
Amari Rodgers IND,1.1,6.0,0.0,17.7,221.9,1.3,0.0,39.2,2022,20132,31.1,2.1
Tyler Johnson LAR,0.0,0.0,0.0,19.9,216.5,1.2,0.1,38.8,2022,18633,0.0,0.0
Noah Brown HOU,0.0,0.0,0.0,17.3,212.2,1.4,0.1,38.4,2022,16443,93.0,5.8
Chris Moore TEN,0.0,0.0,0.0,19.8,216.3,1.1,0.1,37.6,2022,15654,91.1,6.1
Jaylon Moore JAC,0.0,0.0,0.0,16.8,202.8,1.3,0.0,36.6,2022,19871,0.0,0.0
Ben Skowronek LAR,0.0,0.0,0.0,16.2,198.1,1.4,0.0,36.6,2022,22843,64.8,4.6
Demarcus Robinson LAR,0.0,0.0,0.0,16.3,198.0,1.2,0.0,35.3,2022,15665,79.8,5.0
Dez Fitzpatrick PIT,0.0,0.0,0.0,13.9,207.3,0.9,0.0,33.2,2022,20112,0.0,0.0
Marquise Goodwin CLE,0.7,3.8,0.0,15.0,189.2,1.0,0.1,32.8,2022,11599,76.7,5.9
Kyle Philips TEN,0.0,0.0,0.0,15.3,188.3,1.0,0.1,32.2,2022,23896,7.8,2.0
Equanimeous St. Brown CHI,0.0,0.0,0.0,13.5,197.1,0.9,0.1,32.0,2022,17307,54.2,3.4
Laquon Treadwell BAL,0.0,0.0,0.0,12.7,186.2,1.1,0.0,31.6,2022,15495,7.2,2.4
Keke Coutee NO,0.0,0.0,0.0,12.3,184.3,1.1,0.0,31.1,2022,17490,0.5,0.1
Damiere Byrd CAR,0.0,0.0,0.0,14.9,177.0,0.9,0.0,30.6,2022,14222,45.3,3.8
Tutu Atwell LAR,0.0,0.0,0.0,13.6,169.8,1.2,0.2,30.5,2022,20126,54.2,4.5
Trent Sherfield BUF,0.0,0.0,0.0,14.2,169.5,1.1,0.1,30.2,2022,17888,68.7,4.3
Zach Pascal ARI,0.3,1.8,0.0,12.8,161.6,1.2,0.0,29.9,2022,16972,28.5,1.9
Anthony Schwartz CLE,1.1,6.8,0.0,12.6,166.5,1.0,0.1,29.9,2022,20125,16.8,2.4
Kalif Raymond DET,0.9,5.2,0.0,13.4,162.0,1.1,0.1,29.9,2022,16081,92.7,5.5
Marquez Callaway DEN,0.0,0.0,0.0,11.6,175.8,1.0,0.0,29.6,2022,19505,29.8,3.0
Montrell Washington DEN,0.0,0.0,0.0,12.6,166.9,1.1,0.0,29.5,2022,24554,3.2,0.2
Ja'Marcus Bradley PIT,0.0,0.0,0.0,15.2,162.9,0.9,0.0,29.5,2022,19730,0.0,0.0
Dyami Brown WAS,0.0,0.0,0.0,11.2,174.6,0.8,0.0,27.9,2022,20113,30.3,3.4
Calvin Austin III PIT,0.0,0.0,0.0,13.9,162.6,0.7,0.1,27.1,2022,23739,0.0,0.0
Jalen Reagor MIN,1.0,5.7,0.0,12.9,141.5,0.9,0.1,26.9,2022,19219,22.9,1.3
Lynn Bowden Jr. NO,0.0,0.0,0.0,14.3,151.1,0.7,0.0,26.6,2022,19587,0.0,0.0
DJ Turner LV,0.0,0.0,0.0,12.1,145.0,1.0,0.0,26.2,2022,23423,2.6,0.4
Ray-Ray McCloud III SF,0.0,0.0,0.0,12.3,141.6,0.8,0.0,25.1,2022,17530,51.1,3.0
Isaiah Ford CHI,0.0,0.0,0.0,12.1,137.0,0.9,0.0,25.0,2022,16432,0.0,0.0
Quintez Cephus DET,0.0,0.0,0.0,9.8,134.7,0.8,0.0,23.3,2022,19396,2.5,0.8
Deonte Harty BUF,4.3,30.0,0.1,8.1,112.3,0.8,0.1,23.2,2022,18876,0.3,0.1
Tyrie Cleveland PHI,0.0,0.0,0.0,10.3,125.6,0.9,0.1,23.1,2022,19674,3.8,0.8
Dareke Young SEA,0.0,0.0,0.0,11.1,132.6,0.7,0.0,23.1,2022,24570,3.4,0.5
Erik Ezukanma MIA,0.0,0.0,0.0,9.7,132.6,0.8,0.0,23.0,2022,23755,0.8,0.8
Demetric Felton Jr. CLE,4.4,24.5,0.1,10.3,109.1,0.6,0.1,22.9,2022,20105,1.4,0.2
Demetric Felton Jr. CLE,4.4,24.5,0.1,10.3,109.1,0.6,0.1,22.9,2022,20105,0.0,0.0
Richie James Jr. KC,0.0,0.0,0.0,8.7,138.4,0.7,0.0,22.5,2022,17303,104.0,6.5
Tylan Wallace BAL,0.0,0.0,0.0,9.9,129.0,0.8,0.0,22.4,2022,19801,5.3,0.9
Cam Sims LV,0.0,0.0,0.0,9.5,131.2,0.8,0.0,22.3,2022,18016,12.9,1.0
Simi Fehoko DAL,0.0,0.0,0.0,9.7,120.2,0.8,0.1,21.8,2022,23196,3.9,1.3
Kristian Wilkerson LV,0.0,0.0,0.0,10.2,117.2,0.8,0.0,21.4,2022,19891,0.0,0.0
Ashton Dulin IND,1.1,7.2,0.0,8.9,117.3,0.7,0.1,21.3,2022,18656,35.0,3.5
Khalil Shakir BUF,0.7,4.0,0.0,9.4,114.0,0.8,0.0,21.3,2022,23748,29.1,2.9
Jalen Nailor MIN,0.0,0.0,0.0,9.7,114.4,0.8,0.0,21.1,2022,24177,28.4,3.6
Odell Beckham Jr. BAL,0.0,0.0,0.0,8.0,100.0,1.0,0.0,20.0,2022,12127,0.0,0.0
Trinity Benson DET,0.0,0.0,0.0,9.4,110.0,0.6,0.0,19.3,2022,18815,0.0,0.0
KhaDarel Hodge ATL,0.0,0.0,0.0,8.1,113.0,0.6,0.0,19.0,2022,18166,34.7,2.7
Tyquan Thornton NE,0.0,0.0,0.0,8.8,102.1,0.7,0.1,18.5,2022,22913,55.3,4.6
Darius Slayton NYG,0.0,0.0,0.0,8.9,114.2,0.5,0.0,18.5,2022,18706,105.4,8.1
Penny Hart ATL,0.0,0.0,0.0,9.6,103.9,0.6,0.0,18.5,2022,18787,3.5,1.2
Juwan Johnson NO,0.0,0.0,0.0,9.7,95.6,0.7,0.0,18.4,2022,19562,113.8,7.1
Danny Gray SF,0.0,0.0,0.0,8.7,107.3,0.6,0.0,18.4,2022,24178,2.4,0.3
Ihmir Smith-Marsette KC,0.0,0.0,0.0,8.3,115.1,0.4,0.0,18.3,2022,20116,-0.1,0.0
Shi Smith CAR,0.0,0.0,0.0,8.5,107.1,0.5,0.1,18.1,2022,20127,50.6,3.0
Breshad Perriman IND,0.0,0.0,0.0,7.0,102.2,0.7,0.0,18.0,2022,13975,18.8,2.4
Bo Melton GB,0.0,0.0,0.0,8.1,100.8,0.5,0.0,16.8,2022,24049,0.0,0.0
Seth Williams JAC,0.0,0.0,0.0,7.4,88.0,0.6,0.0,16.2,2022,20118,0.0,0.0
Tim Jones JAC,0.0,0.0,0.0,7.5,91.6,0.5,0.0,16.0,2022,23438,4.5,0.6
Greg Ward PHI,0.0,0.0,0.0,7.6,87.7,0.6,0.0,15.9,2022,17130,0.0,0.0
Samori Toure GB,0.0,0.0,0.0,6.8,80.9,0.7,0.0,15.8,2022,23883,16.7,4.2
Scott Miller ATL,0.0,0.0,0.0,6.9,86.4,0.6,0.0,15.8,2022,18714,30.8,2.6
Dazz Newsome SF,0.0,0.0,0.0,6.7,88.4,0.5,0.0,15.1,2022,20122,0.0,0.0
Mike Strachan IND,0.0,0.0,0.0,6.7,79.0,0.5,0.0,14.4,2022,23395,7.4,1.2
Trent Taylor CIN,0.0,0.0,0.0,6.9,73.1,0.6,0.0,14.2,2022,16505,8.7,0.5
Mason Kinsey TEN,0.0,0.0,0.0,6.4,77.1,0.5,0.0,14.0,2022,19704,0.8,0.4
Dezmon Patmon BUF,0.0,0.0,0.0,6.0,74.1,0.6,0.0,14.0,2022,19736,3.4,3.4
Denzel Mims DET,0.0,0.0,0.0,6.1,83.2,0.4,0.0,13.8,2022,19344,24.1,2.7
Tre Nixon NE,0.0,0.0,0.0,6.2,80.1,0.5,0.0,13.8,2022,23305,0.0,0.0
KaVontae Turpin DAL,4.4,26.6,0.2,4.4,57.1,0.4,0.0,13.8,2022,18520,-0.9,-0.1
Davion Davis ARI,0.0,0.0,0.0,6.8,81.6,0.4,0.0,13.7,2022,18485,0.0,0.0
Racey McMath TEN,0.0,0.0,0.0,6.4,76.4,0.5,0.1,13.7,2022,23270,5.4,1.4
Justin Watson KC,0.0,0.0,0.0,6.1,68.1,0.6,0.1,13.6,2022,17603,51.0,3.0
Tyron Johnson DAL,0.0,0.0,0.0,6.0,77.1,0.5,0.1,13.5,2022,18804,1.3,0.7
Kendall Hinton DEN,0.0,0.0,0.0,5.4,77.4,0.5,0.0,13.3,2022,19901,44.4,4.0
Miles Boykin PIT,0.0,0.0,0.0,5.9,76.5,0.4,0.0,13.1,2022,18636,2.1,0.2
Nsimba Webster CHI,0.0,0.0,0.0,5.9,76.6,0.4,0.0,13.0,2022,18907,2.4,2.4
DeAndre Carter LV,0.0,0.0,0.0,5.9,69.9,0.5,0.1,12.5,2022,14103,89.3,5.3
Jalen Virgil DEN,0.0,0.0,0.0,5.3,60.8,0.5,0.0,11.9,2022,24218,12.5,1.8
Michael Woods II CLE,0.0,0.0,0.0,4.8,70.3,0.4,0.0,11.8,2022,23893,6.5,0.8
Tre'Quan Smith NO,0.0,0.0,0.0,5.9,60.8,0.5,0.0,11.7,2022,17261,43.3,4.3
David Sills V NYG,0.0,0.0,0.0,5.8,67.8,0.3,0.1,11.4,2022,18566,16.1,2.3
Javon Wims CAR,0.0,0.0,0.0,5.9,59.2,0.3,0.0,10.9,2022,17388,0.0,0.0
Greg Dortch ARI,0.0,0.0,0.0,4.4,60.7,0.3,0.0,10.1,2022,18585,87.1,5.4
Stanley Morgan Jr. CIN,0.0,0.0,0.0,5.1,57.0,0.3,0.0,9.8,2022,18624,0.0,0.0
Cody Thompson SEA,0.0,0.0,0.0,4.8,52.3,0.3,0.0,9.6,2022,18535,0.0,0.0
Malik Taylor NYJ,0.0,0.0,0.0,3.6,42.9,0.3,0.0,8.1,2022,18856,0.0,0.0
Dennis Houston DAL,0.0,0.0,0.0,5.0,52.0,0.0,0.0,7.7,2022,24857,2.6,1.3
Trenton Irwin CIN,0.0,0.0,0.0,3.5,39.7,0.3,0.0,7.6,2022,18726,55.7,6.2
Andy Isabella BUF,0.0,0.0,0.0,3.4,42.4,0.3,0.0,7.4,2022,18409,3.2,0.8
N'Keal Harry MIN,0.0,0.0,0.0,3.6,45.5,0.2,0.0,7.2,2022,18222,21.1,3.5
Malik Turner IND,0.0,0.0,0.0,3.1,35.3,0.3,0.0,7.0,2022,18168,0.0,0.0
River Cracraft MIA,0.0,0.0,0.0,3.5,38.8,0.2,0.0,7.0,2022,17224,26.7,3.3
Willie Snead IV SF,0.0,0.0,0.0,3.4,41.5,0.2,0.0,6.9,2022,12904,0.0,0.0
KeeSean Johnson BUF,0.0,0.0,0.0,3.0,31.1,0.3,0.0,6.5,2022,18618,0.0,0.0
Dante Pettis CHI,0.0,0.0,0.0,2.9,38.8,0.2,0.0,6.4,2022,17264,55.7,3.3
Gunner Olszewski PIT,0.0,0.0,0.0,2.9,36.3,0.2,0.0,6.4,2022,19093,9.7,0.6
Isaiah Coulter BUF,0.0,0.0,0.0,3.0,38.6,0.2,0.0,6.4,2022,19771,0.0,0.0
Jaelon Darden CLE,0.0,0.0,0.0,2.9,32.8,0.3,0.0,6.2,2022,22796,3.8,0.3
Easop Winston Jr. SEA,0.0,0.0,0.0,3.0,31.9,0.2,0.0,5.7,2022,19486,0.0,0.0
Dax Milne WAS,0.0,0.0,0.0,2.5,28.7,0.2,0.0,5.1,2022,22800,12.7,0.8
Steven Sims Jr. HOU,0.0,0.0,0.0,2.7,27.8,0.2,0.0,5.1,2022,18962,24.4,2.0
Frank Darby ATL,0.0,0.0,0.0,2.3,26.9,0.2,0.0,4.8,2022,22882,2.0,2.0
Brandon Powell MIN,0.0,0.0,0.0,2.0,22.7,0.2,0.0,4.3,2022,17793,35.6,2.1
Lance McCutcheon LAR,0.0,0.0,0.0,1.8,20.8,0.2,0.0,3.9,2022,24812,0.0,0.0
Kawaan Baker NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,23313,0.0,0.0
Alex Erickson NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,15706,0.0,0.0
Daurice Fountain CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,17519,0.0,0.0
Dan Chisena PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,20056,0.0,0.0
Slade Bolden ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,23887,0.0,0.0
Kirk Merritt NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,19753,0.0,0.0
Kirk Merritt NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,19753,0.0,0.0
C.J. Saunders CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,23522,0.0,0.0
Vyncint Smith IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,17714,0.0,0.0
Lawrence Cager NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,19701,24.3,4.1
Lawrence Cager NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,19701,0.0,0.0
Justin Jefferson MIN,3.7,18.1,0.3,109.8,1528.7,8.0,0.4,258.6,2023,19236,304.6,17.9
Ja'Marr Chase CIN,5.2,24.6,0.1,106.9,1376.9,10.0,1.1,252.2,2023,19788,198.9,15.3
Tyreek Hill MIA,9.5,57.1,0.6,105.5,1402.9,8.0,0.5,248.9,2023,15802,281.7,16.6
Cooper Kupp LAR,7.1,70.0,0.9,103.5,1319.8,8.7,0.6,246.7,2023,16433,163.9,18.2
CeeDee Lamb DAL,8.5,55.1,0.3,97.4,1274.7,8.0,0.5,230.1,2023,19202,248.1,14.6
Stefon Diggs BUF,0.8,3.9,0.0,96.5,1285.8,8.5,0.6,226.9,2023,13981,266.2,15.7
Davante Adams LV,1.8,6.7,0.1,94.4,1235.3,9.0,0.5,224.8,2023,12123,285.5,16.8
A.J. Brown PHI,0.4,4.6,0.0,79.1,1209.1,8.7,0.6,212.0,2023,18218,255.6,15.0
Amon-Ra St. Brown DET,7.8,62.4,0.4,101.0,1147.4,5.8,0.4,208.3,2023,19799,214.6,13.4
Jaylen Waddle MIA,4.1,35.8,0.3,79.5,1179.8,6.5,0.6,200.4,2023,19790,221.7,13.0
Garrett Wilson NYJ,1.9,3.3,0.0,84.8,1145.4,6.1,0.7,192.1,2023,23072,174.2,10.2
Amari Cooper CLE,0.7,1.9,0.0,75.2,1062.4,7.3,0.3,187.5,2023,13894,208.0,12.2
Tee Higgins CIN,0.7,2.9,0.0,80.2,1088.3,6.5,0.5,187.3,2023,19211,185.7,12.4
Deebo Samuel SF,43.0,258.8,2.5,70.9,901.9,3.9,1.5,186.7,2023,18244,140.4,10.8
Chris Olave NO,0.0,0.2,0.0,81.2,1136.4,5.6,1.4,185.3,2023,20111,162.2,10.8
DeVonta Smith PHI,0.0,0.2,0.0,84.3,1062.3,6.3,0.6,184.8,2023,19222,207.1,12.2
DK Metcalf SEA,0.2,1.3,0.0,82.0,1006.2,7.1,0.8,182.6,2023,18219,181.8,10.7
Keenan Allen LAC,1.6,8.9,0.0,90.0,1008.4,5.5,0.6,179.0,2023,11616,131.0,13.1
Christian Watson GB,7.4,66.6,1.0,69.6,955.3,6.1,0.3,178.7,2023,23886,143.6,10.3
Calvin Ridley JAC,1.7,4.2,0.0,79.3,1011.7,6.3,0.5,178.2,2023,17258,0.0,0.0
Jerry Jeudy DEN,1.5,15.4,0.0,74.0,1058.6,5.7,0.3,177.8,2023,19201,170.7,11.4
Terry McLaurin WAS,3.1,19.4,0.1,72.4,1032.8,5.2,0.4,172.1,2023,18466,190.5,11.2
Christian Kirk JAC,3.3,19.9,0.1,76.0,946.1,6.2,0.4,171.2,2023,17268,199.9,11.8
Mike Williams LAC,1.2,5.3,0.0,71.1,995.5,6.0,0.3,171.0,2023,16377,145.0,11.2
Chris Godwin TB,2.3,11.3,0.1,92.5,980.9,4.4,1.0,170.5,2023,16406,170.8,11.4
DeAndre Hopkins TEN,0.2,1.4,0.0,76.3,994.2,5.6,0.7,169.9,2023,11606,119.7,13.3
Mike Evans TB,0.1,8.0,0.0,71.2,982.3,5.9,0.3,169.2,2023,12119,186.9,12.5
DJ Moore CHI,5.1,33.0,0.0,65.0,911.7,6.1,0.5,162.7,2023,17265,167.6,9.9
Drake London ATL,0.0,0.2,0.0,75.9,940.7,5.6,2.1,161.1,2023,23163,142.6,8.4
Marquise Brown ARI,1.7,9.9,0.0,78.5,899.2,5.0,0.4,159.5,2023,18226,122.5,10.2
Tyler Lockett SEA,0.3,0.8,0.0,71.2,884.1,5.8,0.5,157.9,2023,13971,195.3,12.2
Brandon Aiyuk SF,2.8,18.7,0.2,63.8,898.4,5.3,0.5,155.4,2023,19252,188.8,11.1
Diontae Johnson PIT,4.7,24.8,0.0,79.3,887.7,4.2,0.7,154.7,2023,18615,137.7,8.1
Brandin Cooks DAL,2.6,18.7,0.1,69.2,875.7,5.1,0.3,154.6,2023,12122,117.1,9.0
Michael Pittman Jr. IND,1.9,18.9,0.0,75.7,864.3,4.3,0.5,151.1,2023,19278,167.0,10.4
Jahan Dotson WAS,3.1,9.9,0.1,57.3,815.3,6.1,0.3,147.7,2023,23101,113.1,9.4
George Pickens PIT,2.3,16.0,0.4,54.4,840.9,5.1,0.3,145.3,2023,22963,140.5,8.3
Gabe Davis BUF,0.1,0.9,0.0,51.3,823.2,6.3,0.4,145.2,2023,19398,147.6,9.8
Jordan Addison MIN,2.0,11.7,0.1,61.8,820.1,4.7,0.9,141.0,2023,23107,0.0,0.0
Treylon Burks TEN,6.3,51.9,0.1,58.4,800.5,3.9,0.3,137.5,2023,22905,71.6,6.5
Michael Thomas NO,0.4,1.6,0.0,66.0,767.0,4.6,0.3,136.6,2023,15528,43.1,14.4
JuJu Smith-Schuster NE,0.2,1.2,0.1,69.0,776.2,4.2,0.7,136.3,2023,16427,146.3,9.1
Kadarius Toney KC,11.1,113.8,1.5,56.4,637.1,4.2,0.7,136.2,2023,20119,49.3,5.5
Jaxon Smith-Njigba SEA,1.5,10.2,0.0,57.8,780.0,4.3,0.8,132.0,2023,23070,0.0,0.0
Courtland Sutton DEN,0.6,3.3,0.0,57.6,783.7,3.9,0.3,130.0,2023,17253,127.4,8.5
Jakobi Meyers LV,1.2,2.5,0.0,63.4,756.1,3.9,1.0,129.3,2023,18598,146.8,10.5
Nico Collins HOU,0.0,0.2,0.0,58.7,725.6,4.6,0.3,128.9,2023,20130,78.6,7.9
Rondale Moore ARI,15.1,62.5,0.1,70.6,725.3,2.3,0.6,127.1,2023,19796,67.4,8.4
Rashod Bateman BAL,0.0,0.4,0.0,51.9,763.7,4.1,1.0,124.9,2023,19794,46.0,7.7
Zay Flowers BAL,1.4,11.9,0.1,52.6,716.7,4.4,0.8,124.1,2023,22916,0.0,0.0
Tyler Boyd CIN,1.9,10.6,0.0,57.9,718.4,3.8,0.5,123.9,2023,15547,146.0,8.6
Adam Thielen CAR,0.7,5.0,0.1,57.5,667.5,4.3,0.4,121.3,2023,13429,145.0,8.5
Zay Jones JAC,1.8,7.5,0.0,62.0,679.6,3.7,0.5,120.9,2023,16431,157.1,9.8
Allen Lazard NYJ,1.4,9.9,0.0,53.3,670.1,4.5,0.3,120.9,2023,17301,144.8,9.7
Marquez Valdes-Scantling KC,0.9,2.4,0.0,44.1,694.9,4.0,0.1,115.6,2023,17528,101.4,6.0
Quentin Johnston LAC,3.4,17.5,0.1,48.0,684.8,3.6,0.8,115.0,2023,23123,0.0,0.0
Romeo Doubs GB,0.8,7.7,0.0,53.9,627.7,4.2,0.8,114.5,2023,23794,80.6,6.2
Darnell Mooney CHI,1.8,8.8,0.1,50.7,652.1,3.7,0.3,113.6,2023,19810,81.5,7.4
Hunter Renfrow LV,0.6,4.7,0.0,62.0,605.6,3.8,0.6,113.4,2023,18345,61.0,6.1
DeVante Parker NE,0.0,0.2,0.0,45.6,680.5,3.7,0.0,113.3,2023,13897,87.4,6.7
Jonathan Mingo CAR,1.6,15.8,0.1,47.8,667.9,3.5,0.5,112.5,2023,23030,0.0,0.0
DJ Chark Jr. CAR,0.2,1.7,0.0,43.0,683.2,3.6,0.0,111.5,2023,17292,83.2,7.6
Curtis Samuel WAS,26.2,143.0,0.9,48.7,521.9,2.6,0.5,110.9,2023,16434,144.3,8.5
Donovan Peoples-Jones CLE,0.5,0.6,0.0,46.7,690.6,3.2,0.6,110.4,2023,19298,136.6,8.0
Jameson Williams DET,2.5,24.7,0.1,42.2,637.7,3.6,0.5,108.7,2023,23677,14.6,2.4
Isaiah Hodgins NYG,0.0,0.7,0.0,48.4,548.1,4.9,0.7,106.9,2023,19375,81.7,9.1
Michael Gallup DAL,0.0,0.9,0.0,45.7,598.6,3.9,0.0,106.0,2023,17259,85.9,6.1
Van Jefferson LAR,0.9,6.2,0.0,42.2,600.1,3.9,0.0,105.4,2023,19483,66.9,6.7
K.J. Osborn MIN,2.6,12.2,0.1,47.5,544.9,4.4,0.3,105.3,2023,19708,125.6,7.4
Skyy Moore KC,6.1,36.0,0.2,48.0,609.8,3.5,2.9,104.8,2023,23905,32.4,2.0
Robert Woods HOU,4.1,19.6,0.2,55.5,552.1,2.8,0.4,101.8,2023,11610,89.2,5.2
Elijah Moore CLE,4.9,24.4,0.2,42.7,578.4,3.1,0.3,100.7,2023,20114,69.6,4.4
Rashid Shaheed NO,3.4,47.1,0.9,36.8,582.0,2.3,0.3,100.2,2023,24687,86.5,7.2
Odell Beckham Jr. BAL,1.4,20.5,0.3,39.8,542.9,3.4,0.1,98.1,2023,12127,0.0,0.0
John Metchie III HOU,1.4,10.6,0.1,43.6,574.3,2.9,0.2,97.7,2023,22895,0.0,0.0
Jayden Reed GB,1.3,12.6,0.1,45.1,570.8,2.7,0.2,97.0,2023,23020,0.0,0.0
Russell Gage TB,0.4,1.5,0.0,53.9,542.4,2.7,0.6,96.4,2023,17606,98.1,7.5
Darius Slayton NYG,0.7,1.9,0.0,39.2,598.3,2.5,0.6,93.5,2023,18706,105.4,8.1
Greg Dortch ARI,6.3,50.9,0.1,54.6,495.2,2.0,0.5,92.9,2023,18585,87.1,5.4
Alec Pierce IND,0.0,0.2,0.0,36.6,577.4,2.4,0.0,90.5,2023,23791,91.8,5.7
Mecole Hardman Jr. NYJ,8.1,62.8,0.9,37.6,459.3,2.7,0.9,90.5,2023,18587,81.3,10.2
Allen Robinson II PIT,0.1,0.4,0.0,42.6,535.9,2.6,0.0,90.3,2023,12126,68.4,6.8
Khalil Shakir BUF,1.8,9.2,0.1,41.4,540.0,2.4,0.2,90.3,2023,23748,29.1,2.9
Mack Hollins ATL,0.7,16.0,0.1,43.3,490.6,2.8,0.2,89.1,2023,16489,125.7,7.4
Corey Davis NYJ,0.0,0.5,0.0,36.8,549.2,2.6,0.1,88.9,2023,16385,81.6,6.3
Chase Claypool CHI,6.0,40.2,0.2,34.8,502.2,2.6,0.5,87.4,2023,18627,82.0,5.5
Tyquan Thornton NE,3.1,11.8,0.7,35.6,445.4,2.8,0.0,84.5,2023,22913,55.3,4.6
Marvin Jones Jr. DET,0.1,0.6,0.0,36.5,478.8,3.0,0.0,84.1,2023,11215,93.9,5.9
Rashee Rice KC,1.5,9.6,0.0,34.1,498.3,2.8,0.5,84.1,2023,23113,0.0,0.0
Joshua Palmer LAC,0.7,2.3,0.0,37.1,465.4,2.1,0.3,77.3,2023,22845,133.3,8.3
Wan'Dale Robinson NYG,2.5,10.1,0.1,36.6,465.6,2.0,0.5,77.0,2023,22985,40.1,6.7
Ben Skowronek LAR,0.5,5.7,0.4,40.8,395.1,1.7,0.0,72.8,2023,22843,64.8,4.6
Josh Reynolds DET,0.4,0.6,0.0,31.4,440.4,2.1,0.2,72.2,2023,16439,84.9,7.1
Parris Campbell NYG,3.3,37.0,0.1,31.1,402.5,2.0,0.2,71.5,2023,18463,117.6,6.9
Jalin Hyatt NYG,1.4,9.5,0.0,31.6,429.8,2.0,0.5,71.1,2023,25251,0.0,0.0
Nick Westbrook-Ikhine TEN,0.0,0.4,0.0,29.1,400.3,2.5,0.2,69.1,2023,19747,70.2,4.4
Kendrick Bourne NE,3.7,28.0,0.1,26.6,401.2,1.7,0.1,67.3,2023,17066,70.8,4.4
Amari Rodgers IND,0.5,12.7,0.0,39.2,310.3,1.6,0.1,61.3,2023,20132,31.1,2.1
Terrace Marshall Jr. CAR,0.0,0.2,0.0,22.9,406.9,1.3,0.0,60.0,2023,23242,69.0,5.3
Richie James Jr. KC,0.6,1.8,0.0,26.8,352.9,2.2,1.2,59.7,2023,17303,104.0,6.5
Sterling Shepard NYG,2.0,12.6,0.1,26.3,333.7,1.6,0.3,56.8,2023,15569,27.9,9.3
Isaiah McKenzie IND,7.9,38.3,0.3,25.8,301.8,1.3,0.0,56.5,2023,16604,98.8,6.2
